ch1,ch2,ch3,ch4
-16.87,-477.77,68.79,39.45
-36.04,-479.35,-205.32,9.59
3.98,-395.84,-145.02,2.44
15.08,-487.21,-126.94,8.77
-31.48,-498.27,-111.11,23.77
-50.68,-562.34,-126.48,11.74
-27.06,-491.28,-116.21,8.83
-32.72,-452.64,-124.22,1.6
-42.04,-325.42,-89.18,32.34
-15.11,-396.24,-117.36,9.62
29.67,-480.56,-118.4,10.47
-1.68,-542.25,-106.8,19.73
-43.03,-603.57,-110.25,12.02
-22.35,-484.55,-110.89,7.67
-14.9,-484.66,-113.74,26.02
-40.57,-527.7,-107.94,16.83
-13.12,-459.95,-113.28,12.47
-71.17,-586.0,-104.81,9.42
-50.43,-561.08,-90.86,17.43
25.04,-208.75,-114.02,24.18
9.78,-366.85,-116.45,24.69
-14.07,-590.83,-114.72,14.34
-39.6,-526.82,-109.02,4.19
-29.78,-453.14,-113.1,-10.64
-28.47,-522.57,-105.94,25.91
-25.98,-506.79,-105.68,25.89
-29.53,-494.42,-109.09,19.24
-30.37,-493.32,-107.31,16.18
-22.3,-445.59,-106.43,17.54
-33.4,-454.94,-106.22,9.16
-24.16,-534.82,-77.98,21.82
-18.93,-558.8,-124.38,20.83
33.32,-201.65,-83.41,21.18
-22.55,-533.59,-128.39,11.01
-35.83,-581.24,-116.74,7.99
-20.76,-521.46,-103.61,11.94
-28.23,-510.98,-102.72,7.78
-44.3,-518.34,-103.06,10.09
-31.45,-515.99,-109.36,13.49
-42.62,-486.43,-112.36,10.45
-22.76,-487.06,-110.05,15.44
-3.65,-491.27,-115.45,10.96
0.01,-421.29,-106.43,10.81
-25.54,-436.65,-115.08,-1.57
-35.0,-633.02,-114.26,4.65
-10.01,-394.35,-106.41,16.32
-21.07,-490.02,-108.22,25.67
-21.85,-485.41,-108.45,18.4
-30.37,-492.41,-111.89,1.82
-20.07,-416.66,-44.99,21.32
