ch1,ch2,ch3,ch4
14.5,-365.44,-155.58,13.24
-15.0,-574.5,-153.25,-6.84
-38.48,-548.98,-63.31,28.31
-22.19,-471.75,-95.56,15.05
0.68,-463.12,-115.04,8.7
-33.09,-510.16,-113.15,22.32
-35.97,-494.12,-82.54,24.27
-7.56,-491.05,-99.15,16.76
-15.54,-449.73,-97.85,17.02
-65.03,-460.12,-88.06,24.57
4.83,-474.89,-104.53,19.12
-31.26,-557.86,-109.14,4.27
1.05,-327.9,-107.43,9.92
-16.56,-437.45,-97.7,31.19
23.73,-163.35,-111.72,14.01
-36.92,-494.83,-107.42,14.59
-6.7,-632.03,-106.4,25.1
-24.26,-569.16,-100.33,18.11
8.49,-413.17,-95.26,25.0
-29.67,-503.95,-111.61,12.03
-29.11,-368.78,-106.72,10.9
1.99,-430.12,-104.57,25.7
-24.64,-526.35,-104.65,22.22
-18.51,-510.27,-103.78,20.35
-15.35,-466.99,-101.66,14.5
-16.34,-464.9,-97.68,13.2
-1.15,-462.61,-98.49,19.27
-41.39,-509.85,-100.44,15.05
-26.73,-484.07,-100.5,20.34
-19.88,-521.74,-102.84,22.16
-7.8,-369.39,-98.88,18.73
-18.38,-458.85,-103.12,19.17
-10.56,-400.8,-101.21,12.95
-50.14,-556.65,-92.1,18.23
1.48,-311.25,-93.07,29.27
-31.24,-524.72,-99.03,19.91
13.68,-338.74,-96.73,24.64
-14.06,-471.18,-95.47,17.13
-29.09,-555.46,-92.32,25.28
-80.53,-554.86,-92.23,20.81
-2.54,-470.91,-108.56,13.66
31.17,-433.05,-94.92,25.87
-33.76,-518.91,-96.08,22.4
-40.77,-517.81,-102.87,10.51
43.26,-351.95,-122.27,8.58
-33.4,-496.63,-121.53,23.75
10.62,-396.21,-70.24,25.03
48.32,-322.02,-100.51,23.87
-87.41,-630.57,-129.08,3.56
-51.39,-423.68,-95.79,14.97
