ch1,ch2,ch3,ch4
-11.79,-512.69,-109.39,11.12
-4.82,-372.79,-107.38,10.27
-25.94,-537.21,-99.3,21.9
-32.96,-508.22,-101.12,17.55
-28.72,-520.69,-101.92,17.69
-35.16,-578.78,-105.61,18.63
-45.47,-453.76,-100.31,14.72
0.37,-422.94,-98.13,25.16
23.01,-409.37,-109.4,16.61
10.23,-295.22,-109.99,12.96
-54.38,-570.73,-106.11,8.28
-15.35,-523.3,-106.36,9.79
-43.41,-544.91,-109.68,10.69
-30.25,-514.92,-109.43,10.15
-21.97,-493.97,-110.01,15.74
-25.59,-493.11,-108.55,15.96
-28.76,-497.97,-104.57,12.77
-32.6,-501.84,-107.88,12.13
-38.02,-495.14,-99.99,13.8
-32.74,-480.9,-106.21,11.49
-30.29,-559.19,-117.89,7.88
-22.09,-427.54,-107.44,7.77
9.54,-475.96,-108.36,6.26
37.84,-200.89,-111.33,12.47
39.23,-408.04,-107.76,16.18
-58.76,-599.24,-100.29,12.58
-2.13,-418.93,-105.73,7.76
-34.58,-540.33,-104.85,9.84
-52.6,-543.88,-106.01,11.76
-53.64,-507.81,-104.01,7.2
-39.69,-495.52,-111.74,-2.2
-23.19,-513.5,-105.22,10.77
-7.05,-496.91,-113.04,8.14
-21.19,-495.24,-112.66,4.5
-15.14,-490.81,-104.75,6.35
-13.12,-472.54,-113.08,6.19
-28.31,-514.87,-112.96,4.56
-10.83,-413.19,-106.64,-2.79
-10.48,-373.22,-105.17,6.41
-41.92,-568.01,-114.74,-3.55
-12.9,-489.51,-108.86,9.0
-15.44,-412.48,-102.49,9.12
-37.28,-515.69,-104.54,7.49
-24.49,-474.22,-107.04,5.81
-19.25,-516.89,-103.53,2.9
-19.34,-511.34,-106.69,4.42
-49.85,-538.1,-99.68,3.34
-50.03,-463.99,-98.21,6.87
-5.88,-425.77,-108.09,10.54
2.34,-456.28,-110.28,2.77
