ch1,ch2,ch3,ch4
0.42,-379.18,-101.16,28.28
29.25,-237.95,-87.35,18.55
-17.76,-558.04,-103.98,16.06
-38.84,-545.87,-104.98,15.47
-56.26,-537.7,-106.07,16.18
-33.97,-489.81,-97.15,22.71
2.68,-465.29,-100.64,21.93
-30.37,-499.09,-97.95,20.22
-27.19,-519.69,-101.44,21.05
-45.07,-542.97,-108.97,16.41
10.91,-403.05,-105.01,22.12
12.45,-362.99,-105.32,27.06
-20.82,-456.88,-90.26,28.01
-14.02,-443.26,-60.91,30.07
-9.89,-533.55,-127.6,26.34
-21.67,-494.5,-118.9,8.24
-16.6,-437.29,-112.28,11.0
-20.79,-485.85,-104.08,24.56
-33.38,-464.29,-104.5,14.96
-32.3,-543.77,-100.75,15.75
-22.19,-424.67,-81.8,23.02
39.61,-328.85,-100.5,24.56
-20.04,-491.23,-121.79,3.57
11.0,-305.46,-103.72,15.46
10.94,-474.58,-100.48,27.5
-49.2,-542.51,-107.08,16.58
-24.56,-505.92,-108.4,17.85
-34.62,-518.19,-106.64,19.65
-25.32,-478.13,-108.99,17.36
-44.53,-496.18,-106.6,19.19
-9.48,-395.09,-96.33,23.12
0.75,-477.33,-98.68,20.07
-41.87,-417.15,-112.4,14.15
19.84,-381.83,-96.69,36.96
-9.06,-465.25,-98.53,31.03
-23.15,-545.83,-105.41,22.69
-35.6,-506.8,-102.45,25.64
-6.48,-451.11,-102.22,27.81
-0.31,-425.08,-77.72,20.81
-61.96,-491.39,-105.26,27.04
-16.09,-422.31,-115.95,17.27
-19.4,-551.78,-109.04,22.63
-8.87,-422.79,-108.28,20.82
-7.28,-390.71,-99.75,26.46
-16.62,-499.1,-103.19,30.04
-14.15,-474.64,-105.05,26.7
-11.7,-465.2,-96.1,21.41
-41.0,-486.93,-107.07,23.34
-22.03,-487.7,-103.75,22.95
-18.01,-481.17,-106.21,20.84
