ch1,ch2,ch3,ch4
-35.81,-499.4,-100.19,16.51
-17.98,-525.41,-105.89,19.24
-31.78,-520.3,-107.99,21.29
-13.97,-418.56,-105.7,-1.59
-28.12,-533.74,-95.4,0.87
-42.49,-415.07,-100.52,17.5
17.6,-364.45,-77.4,50.13
-3.17,-499.45,-97.37,17.87
6.68,-443.73,-104.48,17.02
0.07,-486.35,-100.72,10.64
-47.66,-586.66,-96.05,19.74
-23.71,-504.1,-91.71,13.5
-34.12,-499.33,-81.51,11.2
-25.4,-505.18,-106.54,12.01
-12.77,-409.61,-99.46,18.04
-24.63,-516.71,-95.99,16.64
-8.88,-475.68,-106.96,18.32
-6.42,-501.88,-96.57,11.76
-35.98,-424.06,-97.52,13.69
-13.57,-390.4,-96.19,29.82
-66.93,-651.37,-100.19,15.38
-19.51,-443.69,-98.6,13.2
-22.47,-449.4,-96.76,11.84
-4.56,-496.16,-96.18,19.65
-25.14,-485.84,-90.82,15.94
69.52,-244.26,-93.42,19.48
-18.56,-495.08,-98.09,19.08
-46.38,-505.12,-101.12,16.21
-12.08,-460.59,-98.87,18.87
-38.86,-653.26,-92.11,26.36
-22.67,-415.24,-84.95,21.61
6.36,-472.88,-96.52,15.39
-39.8,-521.05,-87.51,10.1
-20.57,-457.98,-89.74,19.89
-15.58,-487.48,-93.63,5.33
-58.32,-553.29,-100.44,3.87
1.56,-360.52,-88.0,27.46
-39.82,-470.97,-99.24,16.59
-8.22,-328.69,-100.31,11.39
5.95,-487.63,-88.57,29.88
6.38,-536.21,-101.32,17.09
-40.01,-546.78,-100.12,14.41
-52.4,-519.41,-94.71,7.2
-49.64,-480.27,-99.1,22.6
18.34,-390.97,-102.8,27.75
-1.11,-539.97,-104.62,16.95
-23.88,-504.51,-102.58,13.36
-30.47,-501.34,-121.03,4.41
-15.38,-516.02,-102.04,29.85
-9.87,-452.98,-108.8,7.07
