ch1,ch2,ch3,ch4
-11.93,-447.42,-98.33,32.73
-44.31,-548.7,-101.12,33.91
-25.24,-415.62,-106.68,20.61
51.29,-411.22,-108.45,23.8
-55.63,-497.69,-107.6,28.8
-75.85,-577.01,-94.83,40.37
8.51,-449.7,-106.39,28.25
51.73,-347.42,-107.22,27.62
34.47,-430.9,-108.87,25.14
-43.4,-458.93,-104.32,26.06
-8.38,-396.91,-115.01,12.79
-15.81,-508.29,-103.59,37.19
18.71,-386.62,-97.16,40.0
-19.32,-371.77,-101.65,28.47
-20.81,-445.44,-97.03,29.15
-63.1,-646.71,-102.35,21.96
-65.71,-436.42,-102.36,25.65
-53.06,-401.68,-101.96,21.91
9.24,-387.46,-102.54,24.06
9.1,-583.05,-104.59,33.34
11.14,-461.86,-100.07,25.74
-36.86,-492.54,-96.96,36.08
-20.64,-465.0,-95.66,34.0
34.34,-424.69,-95.67,26.21
-34.79,-475.24,-104.92,25.86
-1.69,-428.58,-118.93,28.24
-42.62,-527.28,-101.69,22.69
22.69,-443.41,-88.02,21.27
-1.76,-393.8,-107.67,24.36
-34.46,-507.15,-99.69,41.28
-37.79,-294.93,-126.04,13.93
30.33,-510.66,-106.46,37.33
-25.78,-511.14,-96.18,33.02
-48.4,-593.89,-96.99,31.26
-28.54,-454.77,-92.8,37.39
-54.93,-506.9,-90.24,38.6
13.2,-403.89,-106.26,27.88
-2.86,-473.43,-112.68,25.52
-20.81,-526.19,-88.64,27.63
-27.59,-471.62,-110.05,24.28
-24.61,-415.87,-101.55,18.14
-41.28,-513.43,-99.95,28.27
-7.03,-453.91,-111.12,30.38
-7.43,-356.54,-104.61,26.81
-59.59,-454.37,-102.19,21.66
25.42,-505.86,-98.73,31.38
-44.85,-593.17,-104.59,30.81
-10.13,-403.43,-107.85,27.95
-18.23,-554.13,-106.79,25.45
-37.84,-486.51,-102.79,34.47
