ch1,ch2,ch3,ch4
-31.42,-577.72,-233.61,34.51
-25.49,-542.07,-71.35,36.12
0.28,-505.03,-74.19,35.87
-12.94,-415.86,-155.24,72.03
-45.92,-601.83,-75.0,-102.26
1.38,-296.5,-144.12,0.4
1.24,-397.03,-85.98,35.09
-22.14,-546.69,-142.41,8.66
-22.2,-604.98,-86.7,89.94
13.78,-383.6,-114.77,54.78
-10.36,-450.86,-183.66,19.57
-10.95,-446.1,-118.19,-31.88
-14.98,-405.55,-90.96,54.59
-5.68,-522.72,-83.6,31.2
-27.31,-569.04,-121.36,-55.79
-39.9,-566.42,-139.15,136.03
-2.0,-442.56,-94.91,-5.99
3.56,-405.82,-99.36,-3.43
-33.29,-528.38,-103.46,27.68
13.27,-181.27,-83.62,39.39
-28.32,-645.03,-104.73,41.17
-26.6,-395.8,-87.6,42.88
-5.17,-566.18,-107.73,58.54
12.44,-357.2,-147.11,-43.46
9.19,-399.4,-126.49,61.22
-32.92,-580.32,-95.3,60.35
11.26,-432.79,-190.61,1.54
-25.58,-505.02,-113.87,52.02
-14.84,-454.84,-101.76,21.47
-4.63,-397.2,-83.0,50.96
-59.21,-619.58,-104.93,23.42
19.36,-383.59,-84.31,65.26
5.64,-505.55,-127.52,0.03
-6.23,-475.95,-121.45,56.57
-9.42,-496.8,-120.91,31.1
-23.83,-506.15,-104.06,13.47
5.32,-285.54,-115.79,-14.69
-2.69,-458.63,-104.99,16.48
-10.72,-529.7,-103.7,58.76
-16.8,-496.83,-96.94,-9.65
-21.29,-470.49,-87.65,48.72
4.14,-497.01,-142.01,62.16
-3.38,-460.45,-104.43,-25.62
-6.32,-418.0,-164.91,24.47
-17.2,-555.29,-191.66,30.03
-8.43,-419.68,-58.16,33.89
-12.04,-533.36,-110.54,34.76
-10.15,-475.95,-105.38,2.22
-33.0,-526.73,-107.79,91.06
-14.73,-405.69,-113.58,0.64
