ch1,ch2,ch3,ch4
-17.63,-505.65,-77.1,60.56
-12.39,-491.63,-90.89,21.66
-9.99,-537.97,-102.53,-6.08
-33.41,-549.47,-119.81,-48.33
-14.26,-384.06,-108.91,68.78
-11.77,-451.4,-73.95,12.69
-7.52,-445.19,-79.52,5.71
-26.85,-504.4,-209.57,-27.14
-12.93,-478.06,-46.75,53.68
-1.34,-405.48,-82.46,5.19
-26.29,-552.75,-88.3,56.82
-12.23,-271.29,-97.39,-0.45
-3.64,-371.18,-88.09,54.2
-40.34,-624.31,-172.96,-31.04
-53.81,-742.69,-57.01,-18.56
-4.01,-408.27,-105.98,37.33
-17.54,-390.69,-77.01,-23.11
-4.1,-440.86,-84.44,5.23
-4.36,-483.23,-168.91,-81.69
-35.85,-382.36,-57.73,109.75
-35.71,-623.33,-149.66,8.21
-16.83,-503.56,-77.61,15.0
-21.29,-463.12,-102.05,-3.56
-18.67,-510.93,-176.18,-44.57
-35.11,-377.16,-22.37,68.42
-37.12,-489.54,-87.72,-7.98
-25.67,-458.71,-68.51,4.38
-2.52,-537.38,-131.7,2.65
14.2,-335.01,-189.43,-1.73
-47.09,-528.12,-64.04,142.51
-14.79,-487.28,-96.56,-5.33
-31.8,-466.68,-132.29,-47.06
-1.6,-280.99,-106.93,-4.21
-12.11,-515.71,-135.3,-29.91
-24.65,-507.34,-119.08,3.49
-38.21,-469.06,-183.67,37.01
-17.92,-502.62,-63.03,-26.58
-18.13,-505.26,-32.71,29.12
-12.83,-485.53,-170.34,-50.03
-29.05,-528.68,-37.14,42.99
-39.0,-532.39,-79.64,29.91
-16.91,-387.46,-92.65,20.86
-9.82,-490.08,-80.27,18.31
5.53,-424.78,-100.48,-23.36
-10.05,-467.07,-81.58,28.6
-24.15,-480.47,-96.06,30.92
-23.36,-490.4,-140.68,-18.03
-13.12,-440.83,-95.04,6.92
-21.57,-448.31,-88.59,-18.22
0.2,-409.64,-99.58,28.92
