ch1,ch2,ch3,ch4
-26.73,-35.09,35.41,68.24
-14.04,-68.4,23.01,-28.0
-4.92,14.24,31.07,-14.76
-13.67,7.5,38.25,3.37
-11.29,23.01,38.8,4.95
-4.11,-25.45,49.27,25.81
-66.42,54.4,40.43,2.88
34.75,57.96,35.65,39.96
-13.0,10.93,41.12,-3.63
-17.51,-66.43,39.87,4.84
-22.83,-40.76,37.6,12.42
-31.26,62.88,38.67,12.26
-31.57,-78.25,44.9,15.05
-22.83,-124.36,42.01,11.15
6.09,192.78,123.73,14.42
8.07,23.75,-9.07,30.93
-14.57,-11.3,8.74,-19.01
-19.7,17.99,30.24,2.03
-25.86,-143.71,47.41,22.62
-1.44,62.58,30.11,-0.52
-22.08,84.75,42.59,-3.65
-13.9,36.74,37.05,16.83
-4.8,85.21,38.04,-5.79
-37.36,-70.36,44.89,30.96
14.34,9.46,44.21,12.33
-17.57,8.1,56.42,24.11
-16.99,-58.29,30.91,16.11
-1.21,108.64,35.06,-11.48
-30.3,-47.87,42.52,20.56
-21.49,47.56,38.88,9.69
-27.1,60.03,39.5,13.78
-7.81,-38.72,38.83,3.07
-19.3,-15.52,41.25,8.55
-21.67,20.02,89.8,30.65
-14.16,62.56,52.69,17.94
-38.73,-57.85,-2.53,-4.05
-4.78,15.28,34.98,5.55
8.12,33.99,36.94,36.41
11.52,20.41,46.16,18.24
-12.83,13.87,36.77,22.81
-5.3,28.83,42.27,12.41
-29.44,58.15,34.78,-11.96
-24.21,-24.1,38.23,11.53
-2.37,40.63,45.81,9.09
-21.12,38.48,43.29,24.71
-12.56,-7.48,39.81,7.12
-12.01,-8.68,44.85,-15.5
-17.96,87.93,53.07,32.32
-6.91,18.31,40.88,22.8
-19.85,67.52,44.58,9.56
