ch1,ch2,ch3,ch4
17.24,4.75,33.27,12.59
43.98,50.77,27.65,17.86
-30.78,-96.28,34.59,-1.98
-70.23,15.2,30.96,0.41
20.35,124.33,33.21,10.78
30.92,-18.36,34.28,16.85
-35.33,81.07,33.5,53.57
7.24,-33.41,26.31,-39.51
47.63,68.09,36.18,4.31
-45.0,-19.71,38.64,7.48
-84.33,-52.53,32.78,5.28
-24.78,-56.83,32.9,-8.26
-55.6,-66.03,35.59,13.5
-1.94,120.69,35.74,5.2
0.36,49.79,36.29,12.12
30.44,-53.37,33.37,21.92
-38.68,-26.9,33.46,14.74
-52.01,90.51,37.33,-4.31
1.62,12.76,32.6,0.84
24.28,131.89,38.44,10.78
-34.28,-26.26,42.1,12.98
-44.08,-114.57,33.14,1.75
-19.57,-39.61,40.93,34.75
-12.84,31.28,33.88,-19.93
21.5,72.47,30.75,8.98
7.55,25.75,28.24,1.91
-48.61,-12.03,34.84,3.78
-36.57,-57.19,36.27,8.54
-5.51,109.13,30.91,9.2
-6.31,-43.03,33.18,4.08
-37.23,28.66,28.7,9.73
-26.89,11.48,33.26,8.16
-25.41,63.65,38.41,0.0
1.28,-15.52,31.95,74.41
-19.41,-24.27,31.26,-26.23
1.98,28.74,35.5,0.85
-23.25,20.81,32.88,2.2
-18.75,-18.93,36.06,-3.11
-18.3,25.47,35.77,8.95
-19.86,19.11,35.61,8.94
-5.62,-3.8,43.06,18.48
-28.33,-39.63,33.23,18.15
11.89,108.02,25.16,-12.87
-49.01,-37.53,34.02,-3.79
-31.51,11.26,36.28,29.66
-18.39,142.62,35.59,5.65
-61.44,-149.84,34.66,-0.88
-15.26,-5.08,34.34,0.64
15.43,44.59,35.62,2.73
-0.72,37.86,32.64,3.29
