ch1,ch2,ch3,ch4
11.3,-452.22,-136.27,94.01
-9.89,-440.52,-93.39,-17.83
-44.33,-580.89,-93.99,33.01
-14.69,-452.57,-103.81,18.04
16.66,-306.97,-114.09,10.5
-38.59,-504.42,-129.75,39.31
-17.99,-480.78,-93.16,66.17
2.66,-435.48,-97.19,10.28
-18.27,-514.15,-96.38,24.14
-11.72,-421.7,-99.58,39.45
-35.53,-551.69,-103.99,32.8
-4.75,-423.83,-102.72,39.26
6.25,-440.6,-150.94,73.23
-22.36,-520.85,-169.35,-3.25
-18.33,-453.52,-72.49,34.19
0.67,-379.63,-102.68,-50.84
-9.86,-489.16,-122.81,90.98
-4.45,-458.02,-96.8,21.97
-8.41,-378.43,-117.57,21.61
-21.89,-526.35,-99.86,39.65
-24.26,-543.03,-105.85,-4.99
-22.61,-482.74,-99.16,64.6
-1.53,-390.1,-98.73,44.96
-14.89,-488.11,-92.98,52.52
-24.04,-533.24,-107.35,11.86
-26.11,-542.38,-105.66,25.04
-19.46,-411.93,-108.6,18.86
-1.76,-417.49,-105.78,17.64
-19.32,-430.91,-96.22,35.69
-5.57,-331.61,-99.09,46.38
-16.84,-541.9,-104.02,38.06
-19.64,-444.1,-96.59,22.04
8.82,-416.13,-124.49,35.16
-9.99,-437.29,-113.29,9.55
-10.46,-493.64,-126.3,-26.18
-18.37,-487.44,-62.22,62.47
-14.74,-464.91,-186.58,43.18
-18.82,-513.35,-180.59,16.76
-3.57,-473.18,-64.41,27.96
-21.68,-525.58,-89.06,10.73
-9.53,-449.26,-71.2,27.1
-4.79,-430.66,-108.16,128.24
-14.36,-472.08,-100.09,27.27
-18.7,-505.19,-84.6,5.42
-19.17,-440.5,-113.59,28.31
-4.64,-482.95,-104.2,33.82
5.19,-397.38,-106.69,3.14
-18.92,-492.2,-112.14,36.31
-31.04,-509.51,-124.59,-15.57
-13.88,-414.53,-152.86,43.14
