ch1,ch2,ch3,ch4
-16.75,-429.65,-68.02,26.23
-17.84,-436.98,-101.83,44.17
-27.18,-497.06,-80.29,21.35
-26.1,-438.68,-92.25,26.82
-23.37,-514.0,-85.83,10.15
-4.63,-435.25,-124.98,21.6
7.89,-415.5,-166.0,3.96
18.82,-142.31,-84.72,-79.07
-62.89,-682.95,-227.89,-7.96
-26.71,-459.57,9.8,76.24
-45.04,-554.51,-66.03,30.42
-31.24,-520.29,-80.27,32.88
-23.14,-493.47,-89.48,17.58
-23.89,-495.87,-90.03,17.03
-23.47,-494.49,-87.74,30.05
-24.22,-489.7,-92.76,27.06
-39.61,-594.57,-93.51,20.38
40.86,-42.32,-194.55,-75.26
-3.41,-313.57,-108.68,85.27
-61.73,-703.43,-95.66,-21.52
-24.48,-520.64,-37.03,51.15
-19.12,-491.68,-112.89,61.9
-37.4,-518.94,-70.04,10.05
-21.11,-488.98,-87.67,-7.36
-19.53,-498.17,-78.41,39.5
-10.42,-511.59,-135.44,65.93
-17.98,-479.75,-69.6,-15.43
-26.69,-539.11,-89.74,14.62
-6.61,-308.36,-93.13,15.67
-27.29,-526.07,-104.44,17.95
-15.13,-441.14,-113.67,2.93
-12.36,-451.43,-62.72,32.63
-1.62,-472.27,-134.93,150.65
-20.99,-402.62,-48.85,-64.6
-5.51,-388.17,-122.18,17.34
-43.29,-494.71,-96.36,73.32
-37.06,-549.65,-74.97,67.35
-41.05,-633.9,-81.62,-31.2
-31.95,-551.72,-92.19,19.6
-0.21,-314.9,-96.93,-6.21
-35.92,-591.18,-78.54,80.3
-12.84,-446.11,-111.02,-33.61
-5.72,-276.88,-91.52,37.39
-7.51,-461.66,-104.0,27.78
-36.6,-558.27,-84.58,4.65
-9.48,-398.23,-110.21,20.72
-10.54,-433.07,-105.26,52.54
-28.28,-483.98,-80.51,11.96
-43.75,-568.99,-88.01,8.06
-16.99,-502.11,-124.98,30.2
