ch1,ch2,ch3,ch4
-8.54,-473.77,-119.23,45.9
-6.17,-476.0,-108.13,-36.48
-31.07,-510.84,-106.65,2.88
-28.03,-513.39,-118.03,75.59
-25.33,-458.28,-49.84,50.11
-15.01,-469.14,-106.25,82.48
-28.35,-531.78,-87.17,-31.47
-33.87,-495.46,-110.9,55.83
-31.8,-486.84,-78.28,25.64
-20.23,-500.11,-93.28,-2.53
-4.86,-392.43,-132.01,-62.48
-23.11,-451.86,-75.52,25.16
-12.77,-459.59,-113.19,14.8
-16.95,-501.27,-145.86,22.22
-27.55,-566.46,-86.94,-15.38
-20.81,-379.6,-54.64,55.08
-8.66,-453.47,-95.77,19.83
-35.41,-492.83,-106.42,49.1
-9.45,-468.78,-131.66,-8.69
-27.18,-459.25,-59.99,14.11
-22.7,-445.74,-81.73,17.1
-33.61,-566.63,-88.15,18.86
-5.79,-436.12,-90.01,12.48
-14.63,-475.76,-180.61,-28.3
-27.74,-470.22,-59.75,71.44
-9.77,-451.82,-73.44,-6.23
-14.15,-483.5,-73.47,60.14
-19.73,-479.09,-117.57,-26.87
-22.53,-405.97,-88.72,-3.05
-26.72,-549.65,-87.23,46.47
-18.06,-516.08,-48.39,115.44
-27.08,-487.27,-107.16,-0.01
-29.58,-511.5,-93.63,-4.39
-12.05,-526.93,-72.51,124.61
-2.63,-364.24,-147.73,-79.49
-23.86,-482.38,-87.72,37.01
-28.66,-511.41,-83.2,22.5
-21.87,-478.97,-109.69,-11.61
-29.09,-581.58,-89.1,26.51
-31.82,-428.04,-91.99,40.79
-30.26,-507.87,-99.22,-6.28
4.9,-450.0,-143.47,-21.55
-23.6,-441.41,-137.81,59.74
-18.63,-489.07,-49.38,30.18
-15.7,-478.81,-90.6,22.7
-14.68,-495.39,-95.47,11.84
-14.02,-472.05,-94.21,7.67
-32.01,-535.2,-92.37,48.14
-14.39,-424.33,-84.09,35.83
-21.88,-480.37,-83.92,39.49
