ch1,ch2,ch3,ch4
-12.27,-398.55,-100.87,31.9
-16.84,-487.17,-105.56,37.43
-10.66,-465.07,-114.5,-1.36
-25.34,-455.16,-112.2,3.34
-52.98,-598.1,-157.68,42.89
-35.47,-537.46,-89.43,65.05
-2.18,-429.33,-144.27,10.88
-5.89,-426.92,-76.82,42.73
-29.31,-470.09,-72.0,54.0
-3.73,-442.2,-105.13,-34.46
15.42,-319.33,-118.09,32.16
-30.88,-546.92,-94.87,27.78
1.28,-470.47,-96.93,-3.83
-9.61,-421.91,-96.61,71.92
-29.32,-502.84,-153.57,33.83
-53.52,-580.88,-87.89,43.25
-4.28,-450.78,-103.43,28.08
-6.36,-432.92,-110.25,42.9
-9.5,-473.34,-83.43,44.64
-19.64,-439.54,-99.92,33.88
-15.55,-446.1,-107.11,22.72
-4.1,-432.49,-112.72,3.59
-33.06,-476.12,-89.7,37.47
0.3,-437.75,-109.29,2.15
-10.11,-380.33,-118.26,16.04
-25.16,-550.19,-167.12,33.12
-28.59,-536.92,-80.06,49.91
2.12,-316.46,-93.52,61.3
-1.96,-458.41,-103.7,-23.31
-17.58,-534.57,-140.16,12.84
0.91,-459.81,-163.45,38.29
-2.59,-474.82,-73.12,14.27
-7.44,-459.9,-100.62,47.23
-18.85,-428.42,-106.38,39.95
-23.27,-507.3,-111.48,80.47
-17.09,-484.29,-127.86,-41.0
-16.87,-471.56,-95.02,68.07
-40.53,-466.59,-115.84,16.53
-11.56,-443.81,-81.82,66.68
-8.18,-506.04,-131.99,-2.33
-8.05,-482.63,-109.16,24.01
-7.88,-412.58,-110.04,34.03
-13.81,-496.3,-119.65,15.76
-19.74,-394.47,-133.85,63.52
-14.06,-512.24,-70.2,70.56
-35.9,-445.04,-162.33,24.39
-31.9,-455.33,-123.51,-16.1
31.51,-426.11,-102.06,21.48
-3.95,-448.75,-116.37,105.28
-24.42,-498.29,-94.72,-6.9
