ch1,ch2,ch3,ch4
-12.58,-391.59,-142.29,63.54
-15.58,-469.56,-135.33,73.53
-40.46,-573.51,-138.07,23.01
-36.97,-605.43,-120.02,89.7
-27.84,-557.65,-181.02,79.82
-21.29,-497.99,-107.97,90.88
-0.39,-507.36,-142.23,85.54
-25.65,-543.74,-144.66,58.05
-26.59,-450.74,-141.1,86.03
-22.3,-445.52,-145.94,39.07
-19.8,-561.18,-131.99,54.21
-23.96,-537.37,-160.14,104.91
-16.98,-524.35,-152.97,29.45
-41.92,-593.42,-142.7,64.16
-20.07,-496.72,-129.25,75.14
-17.64,-411.32,-148.86,43.47
-33.27,-586.39,-152.27,43.29
-47.39,-638.88,-150.66,20.28
-18.4,-531.09,-211.78,96.15
-19.38,-469.73,-87.89,80.81
-0.23,-415.76,-140.68,58.85
-49.88,-541.61,-114.41,15.49
-22.4,-541.84,-127.49,107.61
3.72,-452.69,-130.74,-19.44
-23.66,-442.15,-150.68,163.61
-14.45,-459.82,-173.35,16.04
-31.91,-620.12,-169.48,109.23
-7.34,-515.22,-120.51,140.9
-19.92,-529.29,-182.84,-13.47
-17.44,-499.31,-172.62,-72.23
-12.72,-518.65,-181.11,40.91
-34.48,-536.49,-112.31,113.96
-0.85,-495.08,-166.23,-16.95
-1.12,-461.15,-157.41,110.14
-30.36,-453.36,-135.92,23.18
-43.26,-543.2,-170.4,122.31
-22.0,-522.46,-113.98,14.34
-6.74,-421.44,-161.46,17.69
2.02,-447.31,-170.03,77.82
-54.96,-627.86,-114.64,100.92
-19.27,-544.71,-162.9,44.92
-18.29,-494.6,-91.65,24.56
-57.56,-554.3,-65.34,159.59
-31.7,-652.03,-201.95,69.61
13.8,-336.28,-114.8,27.41
-6.12,-523.0,-149.12,31.78
-36.45,-554.41,-157.04,43.76
-22.01,-522.19,-117.61,51.19
-41.58,-526.71,-165.61,67.03
-10.06,-491.85,-131.56,77.67
