ch1,ch2,ch3,ch4
-25.17,-537.71,-125.87,36.14
-19.78,-532.44,-100.66,12.92
-10.65,-447.2,-96.79,35.57
-11.56,-483.74,-124.54,33.17
-0.58,-237.8,-88.13,75.92
-24.4,-610.63,-113.12,-14.71
-33.8,-531.11,-96.87,91.65
-20.58,-439.69,-94.27,47.13
15.31,-309.87,-108.55,-2.51
12.29,-445.04,-111.42,49.18
-4.88,-503.44,-117.6,21.24
-20.76,-522.77,-45.44,175.47
-3.83,-410.66,-130.1,-3.55
-9.3,-510.3,-96.87,-7.2
0.4,-419.9,-105.89,20.74
-6.1,-463.39,-153.58,-18.53
0.01,-377.37,-68.64,49.05
-5.71,-466.76,-118.07,30.37
-31.07,-599.2,-160.5,38.73
-10.92,-446.26,-104.98,3.78
3.06,-368.93,-48.57,54.7
-21.9,-534.16,-129.89,-20.44
1.69,-481.3,-80.94,95.5
8.27,-375.48,-124.29,77.36
-5.71,-479.54,-103.07,33.2
-13.15,-388.83,-109.61,-52.87
-11.41,-564.87,-107.05,55.17
-6.05,-456.29,-120.86,-37.57
-8.63,-408.03,-94.65,138.12
-3.36,-421.37,-94.93,8.99
-35.94,-623.6,-143.02,-14.91
3.01,-383.77,-258.17,-10.72
12.79,-444.87,61.54,181.8
-10.48,-460.74,-100.46,-9.89
10.77,-358.06,-142.02,3.18
-14.94,-539.38,-218.06,-15.01
-10.27,-508.12,-293.96,-23.7
-8.98,-430.44,-76.94,64.98
-5.69,-418.12,-143.99,-59.92
-9.87,-511.22,-51.63,27.27
-10.65,-450.37,-62.39,26.42
-26.11,-542.64,-86.56,10.76
-19.77,-520.08,-76.17,20.23
-3.33,-370.0,-96.49,8.06
-1.02,-393.47,-116.01,36.02
-3.69,-408.85,-78.85,4.82
-5.65,-427.32,-99.85,213.63
-34.4,-619.08,-105.82,-68.28
-1.86,-419.95,-102.42,3.62
8.7,-369.18,-142.29,-8.43
