ch1,ch2,ch3,ch4
-374.57,-328.16,-345.47,-15.43
184.59,-301.15,-86.79,-123.74
207.09,-198.26,60.64,98.16
-41.6,-814.1,-77.66,47.46
-69.74,-650.74,-39.95,33.75
-40.07,-514.91,-127.68,-13.41
-6.35,-504.02,-96.29,25.02
-27.09,-486.43,-86.12,31.13
-27.87,-485.38,-95.96,19.61
-71.95,-512.31,-90.51,-1.99
-53.62,-418.24,-99.08,-3.39
-136.9,-395.37,-82.68,14.38
-125.27,-485.59,-71.88,76.91
238.96,-200.04,-320.73,-211.72
2.23,-581.8,16.44,40.09
-21.34,-640.77,-92.86,28.87
2.92,-452.52,-44.7,78.62
-36.19,-500.69,-146.22,18.15
-15.39,-416.1,-23.3,-2.84
-30.94,-392.02,-56.41,9.14
-60.25,-509.72,-129.03,17.75
-28.08,-493.29,-89.55,14.9
-60.49,-495.31,-89.57,-15.85
-197.98,-462.44,-79.87,15.81
-257.76,-498.86,-89.59,34.11
151.02,-399.19,-305.99,-14.34
284.93,-197.25,-122.26,-128.24
74.23,-425.16,73.32,84.99
-36.13,-695.8,-76.3,18.39
-94.03,-557.83,-70.78,55.81
-35.17,-505.02,-76.72,47.52
-93.5,-480.69,-122.86,-57.81
-11.65,-526.55,-114.87,-19.18
-12.1,-519.85,-51.36,47.98
-3.45,-456.7,-95.39,67.88
-43.83,-436.3,-75.58,-75.56
-122.54,-415.32,-94.54,51.46
93.76,-340.63,-131.63,-9.66
-99.42,-554.44,-34.75,-53.35
12.96,-349.38,-38.54,70.9
78.32,-446.99,-109.41,3.99
-22.08,-485.75,-120.75,42.95
-90.53,-574.48,-236.22,-18.28
-50.56,-511.6,58.42,25.16
-34.09,-563.37,-127.09,21.33
-29.92,-456.96,-63.08,-41.92
-22.1,-354.43,-73.12,43.64
49.33,-372.0,-181.91,-7.24
-22.86,-587.95,-46.97,25.55
-10.04,-550.71,-148.85,-44.9
