ch1,ch2,ch3,ch4
38.23,-395.2,-76.77,26.65
-33.13,-552.37,-115.91,-10.85
-12.55,-536.27,-123.29,-36.77
-37.78,-513.7,-107.5,24.65
-48.04,-434.82,-61.17,39.37
-16.21,-343.03,-95.33,19.02
16.54,-519.02,-171.09,-0.6
-69.86,-420.16,-170.37,-33.89
-75.43,-469.94,-130.66,-17.12
45.34,-480.19,-16.72,61.81
61.71,-533.68,-160.75,-36.25
-77.68,-484.71,-102.91,12.48
-1.22,-322.04,-187.0,-8.15
60.41,-431.49,-14.75,24.0
-7.37,-461.66,-82.23,9.71
19.25,-483.61,-94.51,0.19
-34.29,-501.77,-164.99,-29.86
-67.42,-448.61,-66.76,42.9
-44.16,-310.53,-63.26,18.86
69.58,-549.74,-81.05,28.55
-15.09,-538.45,-138.11,-1.26
-40.04,-389.9,-273.89,-31.02
-12.04,-440.93,36.29,-25.3
-70.06,-465.43,-60.54,-6.21
87.69,-506.24,-86.32,70.37
6.37,-476.19,-93.24,36.69
-40.19,-445.07,-88.02,40.97
-31.89,-458.29,-138.54,9.49
15.95,-437.66,-252.82,-17.79
-18.8,-436.9,-217.24,-24.18
-51.55,-543.74,87.91,56.69
13.81,-470.94,-71.22,19.27
-41.34,-377.28,-131.89,22.46
4.81,-458.53,-73.54,17.21
-61.16,-447.39,-91.08,-4.06
-61.73,-398.48,-206.0,-59.93
77.68,-458.82,-29.15,18.22
53.8,-420.45,-87.23,44.17
-7.83,-429.21,-65.72,43.64
3.18,-539.24,-62.76,39.23
-23.17,-519.8,-224.01,-35.67
-51.71,-393.05,-196.85,-20.6
22.79,-301.62,7.67,42.42
-54.62,-598.34,-115.65,-19.64
35.71,-542.71,-144.86,59.71
5.08,-457.68,-93.56,9.81
6.76,-455.02,-48.55,19.67
-4.68,-472.15,-76.52,8.64
-46.63,-423.42,-144.2,-27.29
-96.29,-414.42,-180.2,-23.55
