ch1,ch2,ch3,ch4
-30.32,-657.75,-65.11,52.46
-62.96,-526.87,-96.73,-22.91
-20.04,-475.03,-121.03,20.96
-24.02,-496.8,-61.02,44.47
-5.97,-472.76,-114.95,-5.87
-101.41,-299.63,-222.3,-33.12
37.34,-631.43,-139.71,-13.48
1.12,-500.98,-45.75,-27.51
-26.92,-456.85,-93.13,43.33
-58.77,-641.22,-119.67,16.03
-56.84,-590.15,-209.82,-2.37
59.52,-503.41,-33.83,-11.02
-52.68,-522.59,-170.0,-36.04
-47.12,-356.34,-95.62,-47.41
31.07,-358.37,-122.94,34.69
19.23,-245.68,-53.44,9.71
-48.29,-759.96,-101.68,4.79
-27.99,-606.54,-135.31,-16.53
-81.05,-554.6,-91.22,20.62
-68.74,-479.74,-121.29,-23.68
33.5,-477.01,-105.64,5.42
45.32,-460.27,-155.64,6.21
-20.13,-607.65,-151.13,-18.07
-29.34,-502.12,-66.11,30.26
-11.2,-475.38,-150.11,39.84
-52.58,-436.79,-164.85,-44.17
-13.0,-573.5,-80.22,-15.44
-67.16,-463.93,-149.84,12.63
-28.08,-391.1,-220.23,-156.9
42.56,-277.67,-24.19,47.72
-23.06,-652.26,-85.36,48.56
-41.32,-588.21,-95.47,37.68
5.41,-543.38,-107.08,25.38
-28.76,-453.18,-111.67,-23.21
-25.13,-554.04,-213.54,-5.01
-200.91,-546.26,-144.75,-37.46
76.46,-533.84,-105.19,9.23
65.44,-265.12,-69.58,30.52
-11.9,-453.24,-151.21,1.66
-86.48,-642.19,-144.06,0.01
3.31,-558.86,-62.24,4.89
-12.97,-432.83,-181.77,-25.09
-203.73,-576.77,-132.36,-26.1
156.28,-399.08,-113.61,-106.87
13.7,-560.46,-76.63,100.86
-26.26,-574.93,-132.03,18.83
-15.5,-472.06,-115.77,-0.24
-30.74,-469.97,-88.49,22.7
-7.54,-401.18,-160.51,-22.26
-28.66,-389.14,-239.03,-46.98
