ch1,ch2,ch3,ch4
-85.62,-498.15,-89.35,33.25
-77.72,-479.46,-47.71,12.65
11.14,-368.54,-125.32,-27.15
16.92,-416.58,-63.32,23.06
-8.93,-530.73,-81.75,19.89
-10.25,-535.56,-119.72,-7.48
21.73,-470.01,-138.77,25.98
-49.68,-544.7,-41.48,16.25
-28.55,-501.98,-123.61,-36.6
-48.21,-488.77,-62.5,-8.56
-34.71,-449.95,-166.91,3.46
-4.39,-422.47,-164.54,-89.57
-2.86,-544.75,25.28,83.18
-42.28,-441.34,-193.09,-141.26
2.28,-445.57,-60.11,17.79
-16.62,-475.92,-51.78,84.4
-25.17,-352.49,-69.55,16.02
-54.03,-495.87,-91.5,-18.33
-21.15,-438.57,-63.08,12.93
-20.78,-432.96,-114.26,-4.2
-105.08,-466.25,-95.68,-8.25
-58.64,-442.96,-108.95,-34.66
71.82,-279.6,-104.35,-16.39
-16.6,-591.1,-74.92,52.85
-57.68,-592.88,-109.75,-7.02
-3.39,-504.7,-115.91,-19.21
0.2,-465.49,-122.34,-98.08
-29.57,-472.41,-277.97,-12.62
-17.13,-464.04,49.77,-3.02
-44.36,-451.53,-47.31,34.85
-4.39,-344.55,-74.82,8.38
-4.41,-366.07,-97.0,1.66
-22.71,-434.92,-103.08,10.67
-24.6,-498.13,-139.83,2.48
-69.37,-458.87,-78.5,35.7
-32.51,-448.32,-234.7,-104.94
34.51,-323.36,-2.1,-38.54
-25.36,-444.75,-52.38,77.37
-76.45,-566.66,-94.57,-84.27
30.07,-547.95,-59.4,82.76
-82.35,-518.66,-69.84,14.22
20.14,-492.6,-153.67,4.32
-45.25,-465.61,-131.15,-58.34
28.81,-455.1,-49.89,10.1
1.0,-411.3,-89.4,19.71
-40.42,-487.6,-85.79,51.79
-13.26,-470.33,-90.23,-8.27
-38.0,-464.41,-103.77,-36.7
-83.82,-502.44,-231.52,-5.12
30.95,-427.45,-87.25,-93.68
