ch1,ch2,ch3,ch4
30.82,-489.46,-128.27,34.2
-8.29,-514.8,-43.29,16.41
-16.8,-506.95,-81.55,7.41
-17.21,-465.66,-108.49,18.74
-14.35,-463.22,-99.38,23.62
-27.02,-434.38,-100.32,0.54
-29.23,-451.11,-129.11,-3.9
-109.93,-507.55,-191.91,-28.2
41.37,-362.36,-28.83,24.82
-1.13,-335.8,-133.82,-0.12
15.34,-434.91,-83.59,-0.41
-47.31,-564.29,-104.31,-2.51
39.22,-508.11,-81.23,20.78
-10.4,-508.0,-78.9,28.88
-9.08,-428.61,-102.31,20.79
-20.64,-482.9,-113.17,11.53
-36.16,-464.94,-133.48,10.27
-111.31,-422.27,-69.93,-8.08
-345.56,-309.59,-369.79,-11.38
328.97,-404.1,-205.34,-127.7
107.46,-347.81,105.3,51.62
25.54,-503.71,-73.67,51.75
-29.13,-605.3,-76.54,31.07
-24.22,-559.37,-93.2,16.08
3.55,-458.5,-92.05,16.85
-184.66,-405.92,-101.08,18.94
6.3,-419.79,-196.68,-62.04
136.41,-456.29,-78.66,-15.15
24.19,-420.2,-97.4,38.54
-15.1,-599.61,-49.11,30.53
-29.98,-523.89,-138.09,-13.01
-70.01,-493.2,-205.53,-77.34
-12.72,-365.15,-24.85,34.57
-88.79,-441.77,-115.97,19.71
56.24,-526.01,-79.69,12.04
12.37,-459.28,-85.65,34.38
-166.57,-416.55,-163.16,0.23
159.78,-395.7,-78.99,-14.59
40.98,-401.02,-100.65,-8.54
-18.27,-564.14,-132.23,9.43
-64.63,-525.29,-126.46,-19.93
-12.28,-429.45,-35.8,17.25
6.75,-497.52,-151.67,13.33
-138.4,-498.9,-55.8,-35.41
-10.97,-463.12,-171.27,30.72
91.8,-447.27,-110.05,-55.95
9.44,-419.46,22.14,75.1
-194.03,-402.7,-343.35,23.27
0.56,-469.95,-74.07,-38.77
149.32,-434.01,5.9,24.25
