ch1,ch2,ch3,ch4
-13.79,14.2,13.23,-20.53
-20.37,18.28,7.69,64.65
-14.19,19.64,2.96,-69.3
-12.94,14.54,2.19,-25.37
-15.29,13.24,2.59,-14.89
-19.43,16.1,6.63,-17.47
-15.16,15.09,4.7,-18.5
-19.21,11.93,6.04,-15.29
-22.87,12.6,3.75,-15.07
-10.66,18.16,1.8,10.3
-19.25,5.94,2.09,-30.47
-18.12,11.67,22.24,-22.64
-20.36,14.69,-4.59,-20.23
-15.87,14.31,6.45,-51.86
-20.24,5.68,11.22,81.03
-15.07,10.88,-7.87,-55.9
-13.29,10.08,1.38,-23.9
-20.33,8.94,0.9,-23.08
-14.82,14.63,4.29,-19.1
-15.08,15.95,11.55,53.13
-16.54,7.98,-2.61,-36.91
-18.79,17.61,-0.54,-44.86
-18.38,10.95,-1.99,-16.78
-18.11,15.53,3.92,3.79
-16.56,12.32,0.34,-49.22
-16.33,10.08,2.77,-6.22
-14.82,13.29,11.4,-60.35
-19.89,8.79,-0.85,-43.93
-17.55,14.54,2.2,9.61
-18.22,10.6,0.48,-12.1
-22.16,6.52,32.71,-18.68
-20.65,11.31,-11.79,27.98
-20.49,9.02,5.04,-27.59
-15.9,18.91,9.44,-26.15
-17.19,18.52,-2.03,-22.89
-17.2,16.96,0.47,-19.25
-12.5,18.38,4.39,-18.8
-16.78,19.76,3.21,-35.49
-15.51,19.99,12.92,-25.35
-14.71,26.07,2.27,44.44
-15.79,25.36,0.45,-68.82
-15.63,20.66,6.31,-5.24
-19.77,11.69,4.82,-8.48
-14.92,24.8,0.31,-17.34
-17.95,19.13,10.18,-74.41
-16.4,21.75,-3.09,9.34
-18.54,25.41,11.03,16.87
-17.42,25.6,15.79,97.93
-17.01,23.07,-1.54,-72.11
-18.21,23.95,6.48,-59.06
