ch1,ch2,ch3,ch4
-19.21,-30.25,32.94,12.93
-14.0,4.89,30.31,14.36
-1.64,9.53,29.67,16.53
-13.11,5.77,30.93,12.9
-19.99,-4.28,30.77,14.41
-22.34,41.91,31.87,12.51
5.08,35.64,37.64,11.9
-11.44,-9.6,30.32,11.0
38.07,-0.25,32.31,13.35
-0.04,6.17,32.35,14.87
-83.26,6.02,32.72,12.39
-18.6,35.6,32.48,12.41
-17.22,8.44,28.98,16.16
-20.66,-10.75,31.19,16.9
-36.45,14.48,31.86,15.02
-6.1,10.99,25.75,14.01
-18.42,-4.89,36.39,14.97
10.96,12.32,34.18,14.4
-23.26,-2.98,34.7,14.67
-18.25,23.91,31.82,14.81
-25.36,-25.82,24.46,6.5
-11.41,26.61,28.81,12.56
51.23,9.94,28.05,10.41
-2.19,13.74,30.76,14.35
-80.88,24.17,28.6,15.02
-36.13,49.49,30.77,13.68
-23.88,-27.48,31.56,13.01
-24.97,-8.11,31.72,15.8
-16.48,24.78,29.09,15.12
-14.56,8.64,30.55,16.33
-37.67,11.41,30.9,13.93
15.5,57.93,31.04,15.88
-4.19,58.29,27.16,12.63
1.11,7.2,29.15,14.42
-18.5,15.0,31.31,17.14
-6.31,-28.09,28.89,8.87
-46.84,0.3,30.87,14.24
-33.37,19.42,33.67,19.67
-10.93,20.98,27.48,15.19
-11.09,4.74,29.79,17.92
36.72,7.37,29.4,14.8
-90.64,11.57,29.46,14.3
-11.35,31.22,33.95,16.38
-22.3,33.25,35.13,18.54
-24.84,-25.89,28.64,10.43
-16.53,45.43,31.87,15.94
15.14,28.02,33.53,13.71
-15.8,-27.04,32.72,15.09
-22.36,5.73,34.1,17.8
-18.25,46.04,35.42,19.06
