ch1,ch2,ch3,ch4
-8.93,-501.99,-99.53,18.19
-11.86,-520.84,-107.18,19.34
-37.85,-498.09,-103.62,18.94
-39.74,-473.53,-103.05,22.36
-8.04,-474.97,-104.83,13.86
5.57,-484.71,-108.21,10.48
-17.74,-491.98,-101.3,21.39
-35.9,-517.08,-99.79,18.26
-42.92,-458.97,-94.25,14.52
-47.18,-501.4,-104.74,17.28
-10.12,-488.57,-105.79,18.02
4.26,-408.84,-102.2,20.2
-7.41,-423.19,-102.37,19.91
-23.41,-453.24,-101.8,16.75
-39.96,-487.43,-96.97,23.07
0.98,-467.63,-104.8,16.55
-19.92,-454.15,-106.76,18.84
-33.61,-444.51,-107.02,17.72
-30.73,-510.93,-107.33,17.27
-13.3,-533.72,-109.09,15.72
-60.83,-492.28,-103.54,18.47
-48.44,-436.32,-103.37,17.54
-5.64,-457.79,-97.33,22.87
1.03,-459.15,-103.85,8.97
-5.17,-508.75,-104.15,12.4
-25.91,-473.19,-101.63,19.89
-15.83,-484.71,-99.71,19.48
-21.6,-498.33,-108.86,23.86
-24.58,-445.99,-109.78,20.73
-25.85,-484.3,-107.55,23.05
-9.49,-438.54,-104.31,20.06
-15.13,-438.55,-112.25,23.55
-14.79,-479.66,-104.86,22.11
-43.47,-501.92,-95.26,22.86
-23.52,-464.92,-96.15,23.72
-22.93,-477.08,-106.95,25.45
-50.96,-496.7,-96.32,18.37
-39.58,-436.65,-95.33,22.14
-55.85,-475.44,-108.12,18.48
63.12,-536.76,-110.45,19.13
-32.31,-426.83,-98.8,23.84
10.59,-399.44,-99.77,18.69
-13.28,-440.66,-101.64,16.98
-18.26,-491.68,-101.12,14.95
-16.49,-418.24,-100.38,12.7
-30.23,-546.1,-109.4,8.87
-32.66,-495.46,-107.49,15.87
-32.34,-497.73,-99.68,18.13
-32.92,-492.2,-91.07,11.23
-17.5,-443.38,-95.8,17.48
