ch1,ch2,ch3,ch4
-8.09,-479.72,-109.61,16.3
-16.37,-446.17,-107.01,14.25
-37.4,-464.27,-105.35,10.17
-17.25,-474.15,-104.62,10.57
-52.34,-495.01,-98.03,12.39
-32.23,-443.76,-107.5,18.27
0.75,-451.02,-102.85,14.8
4.74,-423.52,-112.35,12.56
0.09,-486.96,-104.89,17.93
-17.97,-465.92,-101.24,11.48
-22.66,-508.71,-107.58,16.22
-29.22,-478.02,-104.08,17.91
-19.5,-469.82,-103.29,15.06
-32.64,-474.42,-98.3,15.26
-19.56,-460.42,-102.64,11.82
-19.63,-471.6,-107.09,14.66
-11.85,-469.27,-106.61,9.72
-11.69,-472.19,-104.98,14.49
-8.55,-470.03,-110.12,15.18
-19.52,-471.93,-110.72,12.88
-29.85,-468.69,-110.59,10.12
-23.15,-436.79,-107.93,14.36
-42.67,-482.0,-110.85,15.3
-7.92,-485.32,-108.26,16.48
-33.75,-473.55,-106.1,18.5
-28.49,-465.99,-105.73,17.26
7.09,-463.61,-103.96,16.17
-17.3,-458.04,-107.08,18.48
-34.37,-462.94,-105.13,11.38
-55.11,-468.25,-104.3,12.81
18.53,-467.75,-110.74,15.05
-17.12,-492.66,-111.51,13.01
-31.09,-470.24,-102.88,13.41
-25.22,-470.53,-103.21,17.92
-30.24,-494.13,-103.83,17.72
-65.2,-479.11,-103.06,16.25
40.07,-412.2,-112.98,7.26
-29.37,-484.67,-105.45,18.6
-8.11,-497.05,-100.01,22.39
-19.15,-478.42,-103.01,17.1
-13.48,-470.72,-105.04,16.75
-19.93,-466.71,-101.47,14.22
-34.56,-459.98,-103.76,16.57
-107.89,-458.41,-98.02,17.32
34.58,-371.53,-96.24,11.2
23.1,-513.03,-108.42,12.78
-5.37,-516.63,-105.25,13.28
-14.79,-492.95,-100.86,15.01
-22.91,-477.02,-97.06,16.92
-20.61,-475.24,-104.57,16.79
