ch1,ch2,ch3,ch4
47.99,62.32,75.37,-6.31
27.71,72.49,-56.7,-7.9
-123.13,-52.79,-15.16,-16.03
-41.81,5.32,18.83,-13.55
-0.68,61.09,110.68,-9.49
-29.05,24.44,-92.81,-20.38
-23.56,0.73,-4.07,-17.29
-6.35,45.27,44.62,-13.44
-26.95,15.87,166.01,-7.44
-16.95,-17.07,-113.64,-16.15
-0.83,-4.61,-52.54,-10.48
-6.18,26.24,-11.16,-12.66
-25.34,44.02,13.42,-10.89
-24.09,24.65,30.87,-13.3
-10.37,10.73,-25.62,-12.28
10.17,27.95,11.3,-13.86
-17.63,-11.24,25.2,-21.18
4.7,-1.05,-3.43,-5.61
59.54,84.45,19.46,-10.33
-110.55,112.0,51.49,-4.21
-52.65,-107.87,-6.71,-18.57
-21.38,-35.73,-35.3,-21.91
-14.55,42.6,61.96,-17.38
-10.04,11.37,74.2,-2.06
-6.71,50.54,64.32,-16.61
2.19,46.13,-137.64,-16.94
-11.04,-37.45,-23.04,-15.43
-3.86,30.5,-1.05,-11.06
-33.52,-12.31,40.27,-21.37
-3.76,12.6,-6.33,-10.78
-26.63,12.33,-9.06,-17.51
-28.31,48.31,12.43,-13.16
-9.37,37.53,52.21,-22.89
48.71,77.43,-11.1,-1.34
61.97,-42.39,-9.67,-19.96
-113.75,41.31,0.3,-9.02
-45.46,32.01,-4.5,-11.17
-33.97,33.49,3.14,-20.19
-20.75,-34.27,4.52,-13.81
-21.64,11.97,14.81,-15.65
-10.16,16.7,126.36,-7.22
-15.55,60.17,15.05,-15.56
-12.67,-50.76,-76.19,-18.1
-11.95,51.9,-28.37,-10.39
-17.37,44.48,-9.66,-14.81
-10.64,-10.59,1.91,-15.9
-4.29,71.55,7.79,-12.03
-8.95,-24.9,15.61,-14.83
-23.55,28.24,47.87,-3.76
-13.66,-3.07,-37.09,-23.14
