ch1,ch2,ch3,ch4
-26.48,7.98,97.81,2.28
-5.05,53.64,104.95,12.61
-30.39,-0.67,105.67,4.02
-31.25,-21.51,107.66,-2.72
-16.46,7.12,121.56,5.02
-18.04,-4.1,135.08,0.83
-9.32,13.92,138.33,-1.58
-16.62,9.59,167.01,-2.4
-7.66,45.76,81.85,13.65
-14.39,-53.63,102.43,4.84
-14.75,36.96,114.26,4.71
-8.2,137.6,118.05,16.48
-41.23,-152.39,107.58,-8.24
-24.34,-19.88,112.53,2.77
-19.05,9.05,130.51,-0.34
-19.58,11.16,126.16,1.96
-17.82,8.97,100.08,7.72
-16.99,40.45,137.68,5.09
-17.65,-44.02,131.62,-1.17
-17.59,32.88,180.57,10.84
49.78,7.14,74.59,2.6
9.88,-14.79,85.83,3.33
-17.01,16.62,98.47,8.57
-74.02,41.43,66.64,6.61
-47.15,-16.0,99.04,6.55
-37.26,-50.27,55.7,-1.6
-1.34,33.98,82.79,16.0
-10.43,-7.42,-18.48,3.27
-16.03,5.25,40.11,8.54
-13.08,-18.5,12.47,14.68
-18.62,-4.48,1.85,10.15
-31.82,20.69,-80.13,7.6
-0.3,15.59,-93.73,12.89
-23.56,78.32,-12.16,16.15
-16.53,-59.3,-13.09,-2.29
-32.16,-7.78,-14.28,14.49
-12.91,-7.83,-34.41,11.2
-34.42,-9.11,-27.16,10.82
-20.38,41.11,-27.86,14.1
-24.91,-20.45,-19.79,4.04
-4.79,45.83,-78.88,14.74
-10.71,-24.64,-70.45,8.91
-18.23,100.93,-65.0,17.13
-33.9,-70.95,-44.6,1.38
26.53,36.53,-81.43,4.84
-2.58,33.56,-127.67,22.85
-94.31,-5.51,-120.72,11.74
-23.84,9.64,-133.81,15.66
-26.27,-4.11,-145.99,17.92
-23.57,-36.92,-160.83,14.34
