ch1,ch2,ch3,ch4
-29.59,17.99,-15.36,-1.22
-22.67,-3.35,90.49,8.15
8.53,-2.73,103.29,-6.38
-1.22,52.39,16.5,13.29
42.18,-21.15,-35.22,4.79
-79.36,21.38,12.75,-0.8
-47.42,-5.39,32.42,-2.93
-12.86,15.74,60.58,-4.45
-13.96,22.9,28.76,7.47
-49.04,92.05,28.71,3.6
-17.84,-37.12,129.16,-4.9
9.09,35.14,-25.59,1.7
-31.43,-18.88,-16.87,11.16
-33.28,-57.58,21.59,5.48
-8.82,31.74,25.55,2.3
-18.62,-11.64,54.0,4.4
-13.13,24.8,101.55,0.45
67.05,52.29,3.13,9.39
-37.2,-5.79,164.76,-1.67
-87.38,-53.19,-113.42,-5.32
-17.8,55.13,11.17,9.7
-20.19,-17.51,19.39,7.85
30.61,2.23,36.85,10.01
-44.35,10.41,29.26,1.28
-37.17,9.99,44.41,2.39
-8.51,65.01,82.9,2.09
-26.63,3.92,139.73,-5.88
-4.0,91.49,-61.68,9.91
-30.73,-34.03,-17.17,6.87
-19.68,-55.97,20.84,9.64
-11.48,7.7,21.68,5.38
8.8,-2.47,25.5,4.67
-13.8,51.87,50.44,3.22
-19.06,25.64,55.16,3.05
-43.71,-86.57,3.65,10.33
-19.46,33.73,55.24,5.25
-8.45,54.6,19.14,2.38
-18.7,16.45,10.46,11.67
-12.29,-5.79,58.77,-13.86
-5.24,-26.63,95.18,7.72
-26.59,6.83,44.24,2.96
-17.07,72.75,-38.58,9.23
53.74,-44.79,20.7,3.59
-60.65,44.2,26.09,1.81
-60.25,34.31,35.48,0.34
-23.81,-12.15,165.01,-4.16
-17.55,19.54,47.62,-7.11
9.58,130.08,-69.99,8.8
-8.92,-111.38,8.01,0.81
-37.4,23.39,29.45,4.23
