ch1,ch2,ch3,ch4
-17.26,-34.12,34.07,11.64
-7.68,68.76,34.71,12.66
-28.34,54.82,52.23,11.56
-23.57,-32.58,34.46,10.51
-14.06,17.78,44.79,17.72
-29.43,-37.46,52.4,6.75
-11.92,0.36,37.63,1.73
-34.97,-24.98,76.2,10.09
11.35,128.59,9.42,22.21
-12.19,-42.18,52.5,6.13
-24.14,74.5,23.41,18.41
-31.4,-67.81,38.82,8.7
-4.53,111.03,48.88,17.66
35.83,-94.71,45.46,12.97
-18.72,53.38,35.61,11.03
-102.36,-6.58,39.61,14.74
-30.31,14.6,41.65,11.01
-9.47,-17.39,42.75,13.48
-19.53,62.62,41.45,12.51
-29.69,-5.19,54.89,11.72
-21.62,42.41,39.66,6.92
-25.85,56.45,53.38,11.47
-26.09,-46.94,62.71,21.09
16.83,81.59,35.85,7.85
23.88,128.92,54.96,20.23
-46.13,-234.04,17.21,5.35
-36.77,75.68,24.74,12.6
-4.04,72.72,33.66,12.26
-17.94,3.42,36.53,11.97
-20.75,-1.85,65.92,9.0
-26.35,76.6,38.43,18.03
-18.7,-27.25,53.43,19.91
73.82,15.03,47.24,9.49
-87.99,21.76,44.55,13.61
-41.91,63.86,35.31,6.44
-28.5,-40.49,59.69,14.51
-14.21,76.53,51.87,15.91
-31.37,0.73,15.99,0.82
-7.64,-24.43,53.96,9.52
9.57,13.38,45.37,9.13
-15.24,88.25,66.88,12.84
-53.66,1.08,46.4,-3.03
-24.61,-43.35,25.93,-1.63
-14.1,1.38,15.21,14.44
-11.32,83.73,38.2,9.47
-25.27,-7.88,66.78,15.46
-22.38,39.8,47.58,17.31
-17.54,-10.4,48.42,10.32
58.81,-19.02,43.98,12.03
-60.46,82.67,46.69,11.48
