ch1,ch2,ch3,ch4
24.3,43.8,1.41,-17.01
8.75,26.73,0.36,-17.18
-5.34,34.06,6.81,-10.56
-15.3,54.97,6.13,-13.07
8.29,-47.14,7.6,-15.93
-16.09,-5.0,10.35,-15.01
-28.5,-7.06,4.06,-21.58
-61.83,21.86,9.14,-15.59
-22.47,42.38,11.69,-9.88
-10.37,-15.7,6.21,-21.12
78.47,5.62,8.15,-19.72
-93.02,26.94,11.97,-9.6
-22.3,81.21,9.46,-15.52
31.77,-6.23,5.22,-13.3
-7.68,-3.14,5.46,-13.04
8.32,-42.53,8.84,-8.31
13.95,86.15,6.95,-16.12
-13.83,78.15,6.42,-13.35
-52.62,-52.19,4.88,-16.57
-49.85,6.57,8.89,-16.41
-33.23,2.79,9.76,-12.06
-9.71,13.06,8.34,-13.5
-0.45,22.92,6.17,-12.79
-16.19,37.63,7.3,-9.88
-13.29,4.12,4.53,-15.03
-14.08,40.44,4.35,-15.83
-5.34,27.72,1.7,-17.43
-31.42,15.85,5.25,-11.89
54.84,26.42,7.66,-12.28
39.57,-8.39,1.07,-16.87
-113.29,9.22,13.02,-11.17
-28.74,19.02,10.94,-8.97
-8.1,39.23,7.48,-19.02
-10.99,44.59,8.57,-16.85
-31.33,18.81,6.95,-13.42
-59.51,43.69,4.1,-11.21
-25.98,-59.79,6.57,-14.58
44.11,35.47,5.35,-16.69
-27.82,33.19,8.7,-11.29
-27.42,60.44,11.16,-12.38
-24.97,9.5,13.66,-5.63
-55.95,-60.44,4.38,-19.85
61.45,14.67,7.0,-15.15
11.84,25.52,8.11,-10.24
2.54,42.47,6.96,-10.42
0.53,-0.9,4.25,-17.13
-14.3,-28.5,8.84,-18.0
-25.79,31.61,12.75,-12.72
-17.88,19.72,9.47,-18.12
12.45,54.33,13.08,-14.27
