ch1,ch2,ch3,ch4
-9.55,-479.97,-104.83,16.53
-5.34,-472.68,-101.1,20.3
-25.41,-473.46,-99.98,17.7
-4.54,-461.42,-104.89,18.41
-0.3,-464.53,-108.8,18.15
-10.68,-459.7,-107.47,22.43
-23.89,-459.22,-102.99,22.11
-11.51,-466.86,-107.94,22.31
-85.09,-466.14,-109.7,21.27
11.15,-456.34,-108.21,17.22
29.05,-448.93,-112.51,14.8
-8.05,-464.79,-109.85,16.31
-6.81,-465.77,-107.0,19.37
-9.43,-455.45,-103.48,19.51
-31.97,-458.98,-101.1,17.27
-14.94,-454.89,-105.55,22.98
-6.76,-465.48,-103.88,22.21
-22.92,-463.23,-107.62,25.24
-18.51,-464.42,-102.95,19.72
-32.67,-448.55,-100.74,22.16
-30.1,-421.51,-109.05,18.87
3.23,-472.59,-99.01,24.01
-35.0,-472.89,-102.91,18.4
-39.82,-466.2,-104.1,16.42
-2.39,-446.24,-105.45,16.39
13.41,-475.63,-111.55,20.68
-29.4,-471.16,-106.61,17.87
5.92,-467.15,-108.37,18.14
-1.18,-436.57,-110.55,19.08
-24.22,-464.95,-108.01,23.16
-6.73,-480.17,-105.7,21.98
-26.7,-469.51,-104.23,21.56
-23.06,-469.25,-106.27,21.47
-41.22,-466.55,-105.24,28.89
-16.34,-456.37,-104.34,24.03
-60.49,-487.56,-106.46,25.84
37.6,-435.66,-108.14,22.77
8.61,-429.59,-109.37,24.01
-2.36,-501.62,-105.76,22.78
-26.96,-465.22,-103.25,22.37
2.95,-455.27,-107.85,20.56
-17.36,-490.58,-105.2,22.59
-38.27,-485.03,-100.0,24.69
-29.12,-467.01,-105.11,22.37
6.03,-462.46,-102.61,24.74
-9.44,-465.51,-100.5,21.68
-32.41,-457.93,-101.93,22.5
-15.83,-463.76,-102.88,21.26
-51.0,-472.3,-105.06,19.34
-6.34,-433.07,-100.69,20.96
