ch1,ch2,ch3,ch4
-28.45,-419.89,-26.36,34.72
-5.17,-429.99,-30.87,38.38
-4.87,-429.2,-30.55,42.69
-18.41,-422.26,-33.63,38.46
-26.03,-431.84,-22.26,32.24
-34.9,-437.12,-26.12,34.99
7.03,-424.5,-22.6,40.24
-19.13,-422.66,-19.0,34.58
1.04,-428.06,-15.08,43.94
-11.47,-426.92,-19.28,45.71
-11.19,-420.42,-17.84,47.1
-25.76,-429.06,-9.72,43.69
-41.88,-429.43,-10.56,41.13
-23.61,-400.15,-7.93,47.27
39.54,-389.05,-1.79,44.91
-8.96,-427.09,4.15,42.03
24.57,-427.63,5.45,47.62
-6.7,-428.39,-0.25,48.54
-8.14,-420.71,9.07,47.75
-6.76,-426.95,15.2,49.56
-17.28,-411.33,20.78,50.86
-17.14,-409.94,23.17,50.44
-76.22,-385.79,29.58,52.18
0.07,-397.42,26.36,40.91
29.79,-389.0,29.89,53.07
15.85,-410.17,32.58,61.0
-2.41,-401.37,33.09,63.68
-7.22,-394.49,38.1,64.43
-12.8,-397.31,45.66,67.9
-56.2,-400.09,47.74,64.58
0.66,-375.37,58.04,61.6
-5.33,-366.3,54.02,61.75
18.3,-375.01,50.96,59.43
-19.12,-362.06,47.48,60.39
-10.78,-391.36,57.3,65.97
-17.89,-397.53,62.19,66.09
-20.55,-382.75,65.83,68.44
-22.49,-377.57,71.99,68.14
-28.23,-377.62,75.24,71.09
-57.8,-376.0,80.61,76.39
-60.35,-375.72,80.95,75.6
-6.36,-370.54,80.46,70.73
29.62,-346.26,83.33,70.06
3.91,-358.53,94.49,72.9
-12.08,-368.19,93.69,79.81
-17.87,-371.38,93.57,79.15
-20.23,-366.25,93.1,79.04
-25.9,-361.43,93.29,74.69
-121.42,-343.0,103.08,78.89
15.57,-364.73,99.23,82.68
