ch1,ch2,ch3,ch4
-9.15,-461.07,22.95,21.95
-13.23,-440.48,-133.61,-3.63
-7.6,-451.44,-184.31,19.2
-24.35,-488.53,-150.21,-36.36
-18.64,-470.54,-93.82,-26.39
-26.36,-507.03,-135.93,48.29
-16.1,-484.32,49.56,-2.03
-15.56,-442.72,-154.59,59.6
-18.17,-496.83,-39.75,28.06
-22.59,-501.02,-143.0,20.05
-17.24,-517.87,-124.9,44.62
-11.75,-465.35,-50.46,33.98
-9.68,-378.12,-135.52,31.23
-6.6,-438.98,-107.2,26.47
-18.17,-481.45,-178.99,-25.95
-17.64,-526.58,-97.7,7.52
-2.26,-399.19,-53.34,55.58
-2.95,-423.4,-56.51,64.21
-24.32,-507.42,-202.1,-17.25
0.7,-428.93,-79.47,140.22
1.27,-427.46,-67.94,-56.07
-14.84,-451.91,-146.96,-87.45
-13.44,-480.43,103.84,87.3
-27.47,-468.31,-245.65,11.17
-9.34,-465.68,-144.79,-39.59
-1.32,-463.61,40.44,48.68
-3.08,-469.63,-187.6,58.2
-2.77,-480.52,-19.31,16.6
-24.58,-486.61,-212.29,74.89
-20.06,-532.47,-113.87,-24.85
-12.85,-454.28,-52.91,-20.71
-5.9,-420.36,-177.13,56.06
-11.52,-488.46,-121.03,-89.96
-36.97,-569.44,-85.3,87.24
-4.32,-375.54,-59.12,-24.56
15.73,-386.58,-125.07,15.63
-16.43,-479.46,-87.82,18.06
-11.5,-449.86,-128.07,8.56
-12.67,-459.21,-69.8,8.54
-15.21,-471.62,7.9,55.17
-4.94,-452.37,-115.65,37.67
-9.38,-455.27,-137.89,28.28
-15.45,-462.07,-85.7,50.63
-0.04,-443.95,3.1,35.99
-6.0,-449.01,-188.59,-65.28
12.67,-440.09,-100.87,-1.21
-29.96,-497.33,-78.42,18.91
-15.77,-460.72,-149.99,-10.18
-0.32,-429.29,-190.05,-42.68
-4.97,-469.81,-97.1,-48.5
