ch1,ch2,ch3,ch4
7.22,-467.84,-102.4,17.21
-12.18,-460.72,-128.65,19.99
-34.74,-453.03,-201.19,6.97
-13.08,-475.44,-136.97,7.53
-10.11,-463.03,-121.37,11.88
-11.32,-478.73,-20.32,50.25
-2.24,-457.63,-150.4,10.66
-10.42,-426.68,-59.08,30.08
15.15,-362.05,-80.21,-4.85
19.76,-404.83,-98.45,5.6
-70.99,-482.47,-91.21,34.97
-63.8,-453.4,-91.09,37.54
-53.53,-556.11,-79.7,51.52
-32.87,-445.45,-96.54,20.65
56.48,-374.61,-107.07,6.86
-7.84,-469.11,-113.04,7.52
-38.75,-510.86,-99.36,42.08
2.88,-368.03,-148.99,-5.96
17.03,-366.61,-92.33,5.02
2.19,-467.12,-133.05,23.79
-72.47,-609.77,-105.26,45.61
-50.62,-525.82,-70.67,44.19
-16.71,-484.26,-101.66,23.66
-8.05,-473.6,-98.56,27.27
-8.61,-449.32,-98.17,27.12
-25.55,-468.19,-137.01,13.6
-23.4,-439.4,-113.31,17.36
9.61,-293.22,-136.46,-26.34
-28.44,-466.67,-132.71,6.2
-15.22,-545.95,-54.58,49.42
-11.31,-440.26,-80.74,25.52
8.07,-444.54,-81.57,24.34
-17.54,-476.7,-90.89,25.54
-60.81,-502.11,-102.37,5.45
26.33,-419.83,-93.08,45.45
-10.74,-415.9,-104.48,34.78
33.92,-327.65,-234.42,-28.46
1.18,-429.07,-114.8,18.88
-35.43,-578.33,-35.79,40.28
-44.76,-558.82,-63.07,45.36
-21.71,-448.61,-105.75,20.36
-27.5,-487.92,-78.88,41.14
-31.7,-500.48,-125.26,26.58
8.49,-459.45,-104.55,19.13
-5.43,-463.93,-105.29,18.9
-20.49,-478.57,-159.48,11.94
-19.01,-484.03,-63.87,23.65
0.9,-467.17,-81.87,31.35
-15.11,-345.25,-106.08,-1.15
-11.04,-376.49,-102.47,14.34
