ch1,ch2,ch3,ch4
-6.66,-467.51,-105.42,9.88
36.38,-370.74,-119.62,-25.01
-3.0,-449.42,-104.94,8.35
-24.44,-546.35,-86.31,37.0
-36.36,-532.21,-91.56,20.37
7.09,-435.03,-105.28,1.85
-45.83,-508.72,-86.92,27.1
-20.95,-484.54,-126.7,15.45
8.1,-465.56,-186.74,-22.21
6.21,-451.45,-167.07,1.75
-1.7,-478.9,-141.68,-4.1
-31.66,-478.71,-10.71,35.18
-11.8,-478.54,-115.73,11.79
-14.4,-476.19,-59.86,24.69
-2.57,-400.56,-81.27,-5.31
-33.59,-474.5,-88.8,11.28
-37.92,-513.15,-92.35,30.07
-40.44,-401.68,-108.63,-0.49
17.58,-501.95,-138.64,7.65
-6.15,-489.69,-127.85,5.92
4.4,-463.28,-63.02,11.94
-43.97,-449.61,-91.25,13.81
4.65,-413.55,-100.93,7.47
15.75,-448.66,-115.5,8.42
-43.57,-497.29,-127.33,11.55
14.58,-444.95,-68.58,25.42
-31.24,-532.61,-96.6,33.31
-8.52,-467.2,-108.41,11.69
12.94,-377.56,-168.11,-5.59
-28.72,-517.44,-189.73,-7.19
-17.15,-488.92,-113.16,13.93
-12.92,-488.6,-142.17,14.23
-27.85,-457.54,-74.87,28.55
-16.59,-430.66,-67.78,0.41
-26.99,-496.84,-55.11,39.39
-60.02,-327.41,-148.58,-44.78
14.41,-506.76,-51.64,50.16
47.72,-429.28,-90.61,29.21
-14.39,-501.22,-133.4,24.8
-2.67,-448.91,-76.84,22.48
-68.8,-505.91,-75.82,41.13
29.45,-435.76,-123.67,1.7
-16.89,-476.57,-182.76,0.26
-77.96,-514.82,-64.01,42.03
13.4,-473.25,-103.02,8.43
22.36,-393.89,-169.22,-16.65
-34.71,-462.43,-10.12,51.74
-0.4,-490.27,-73.15,12.84
18.99,-448.59,-124.87,12.36
-21.55,-435.85,-65.3,17.55
