ch1,ch2,ch3,ch4
-27.02,-499.62,-113.48,14.18
-32.56,-502.35,-82.12,24.15
-25.52,-473.87,-193.6,0.78
-9.37,-455.56,-171.37,-10.51
9.45,-363.58,0.18,11.67
-3.06,-388.79,-60.27,20.04
-28.66,-558.68,-118.9,30.25
-38.48,-500.1,-86.97,18.14
4.33,-395.26,-118.24,-18.69
-10.6,-457.55,-82.27,15.7
-34.69,-484.37,-72.08,19.89
-26.33,-507.84,-60.77,39.99
15.24,-388.26,-157.39,-13.9
-3.05,-370.35,-115.37,-23.41
-88.03,-590.42,-55.11,81.57
-37.88,-508.53,-89.13,28.77
44.96,-370.63,-110.44,-13.52
9.83,-409.31,-106.4,1.27
-36.49,-539.88,-114.4,44.48
-27.24,-527.42,-171.42,0.95
-0.22,-425.67,-66.47,6.63
-32.59,-462.21,-68.66,34.57
-33.7,-513.16,-169.35,1.08
-29.38,-521.22,-117.17,28.68
-10.03,-467.35,-41.94,26.83
46.63,-268.73,-80.84,-37.0
-14.62,-479.61,-77.43,18.11
-56.01,-590.31,-81.82,58.92
-17.68,-473.18,-66.14,14.53
-15.35,-327.19,-138.42,-25.92
-31.93,-502.81,-108.07,9.74
-37.87,-470.21,-81.38,22.82
4.7,-424.92,-100.28,9.22
-12.8,-539.55,-85.59,37.95
-24.98,-416.56,-92.47,18.37
0.29,-503.65,-152.29,5.84
-31.12,-500.62,-196.59,-10.21
-46.87,-505.91,15.76,48.28
-4.12,-466.56,-123.35,9.15
7.43,-434.65,-117.08,2.79
30.77,-367.38,-64.76,12.64
-28.26,-473.99,-115.71,15.95
-26.21,-476.75,-163.28,-3.72
-40.82,-529.94,-105.46,6.79
-16.15,-497.8,-45.59,29.43
-7.12,-429.92,-86.82,8.66
9.15,-365.2,-97.77,-2.32
-24.0,-487.96,-105.32,5.24
-103.76,-537.13,-95.55,48.32
-51.56,-448.36,-87.46,19.74
