ch1,ch2,ch3,ch4
-20.84,-32.89,40.5,7.83
-36.67,7.29,31.68,-9.68
-18.23,-20.31,41.36,22.41
-30.06,80.58,38.78,10.59
7.13,18.15,36.43,4.46
-33.6,-4.18,34.36,7.39
-47.81,66.04,35.69,11.51
1.52,70.25,42.7,12.76
-12.83,-126.29,35.08,4.6
-48.64,31.65,34.61,1.45
-55.52,-49.21,33.71,10.21
37.46,-27.55,35.36,34.4
-18.41,23.23,35.64,13.61
-9.53,38.09,24.12,-49.14
6.6,9.96,33.63,45.46
-0.06,21.25,35.19,21.58
-33.82,-24.43,29.72,-17.69
-39.93,56.89,35.94,-0.53
-22.77,-44.84,35.5,7.15
-43.63,24.89,35.13,0.75
13.04,65.01,32.02,0.66
28.92,25.24,34.73,2.19
-34.1,35.8,37.97,8.99
-32.35,-5.63,40.46,12.32
-4.79,2.75,32.85,8.4
-56.22,-69.55,31.99,1.96
-12.35,147.84,28.77,10.71
-21.95,-57.68,35.86,10.72
-38.08,3.0,36.77,4.72
3.37,-33.75,31.57,9.39
-4.8,65.44,27.46,6.14
3.21,139.62,32.19,6.57
-45.99,-152.47,31.3,10.46
21.75,-21.78,30.62,12.54
-18.2,63.19,25.07,2.7
-17.58,33.97,27.44,3.85
-24.58,139.84,30.33,10.18
14.66,-139.1,28.77,6.45
-36.31,1.77,32.38,7.17
-23.54,-74.01,34.71,13.38
13.22,121.71,33.76,47.57
-15.29,5.78,27.71,-17.71
-30.34,-44.53,26.57,-16.53
-27.89,134.78,41.73,35.86
-27.85,-55.11,28.34,5.49
20.5,36.65,30.86,-6.97
-6.54,35.65,30.57,4.96
-54.8,-8.79,32.87,2.01
8.59,-3.9,35.44,5.27
-12.59,111.7,31.28,3.1
