ch1,ch2,ch3,ch4
-890.24,-333.83,-24.09,68.1
-982.21,-545.8,-74.08,17.16
-991.3,-541.54,-83.28,1.2
-992.24,-550.75,-82.97,50.26
-1008.54,-489.97,-71.32,23.44
-988.43,-476.64,-115.1,15.44
-1007.19,-482.35,-61.0,11.12
-1065.24,-398.85,-221.65,-123.34
-1037.54,-352.19,-18.95,43.04
-921.65,-425.05,-109.86,-20.33
-1013.0,-495.2,-91.35,42.01
-1057.73,-524.36,-131.72,-4.85
-895.93,-479.91,-168.12,-22.82
-1031.67,-461.04,-80.61,8.52
-986.39,-359.8,-111.59,18.93
-975.49,-274.42,-66.54,-108.56
-1071.97,-461.54,-79.67,37.86
-974.03,-529.64,-88.91,17.84
-964.65,-469.45,-87.13,8.43
-983.54,-447.33,-102.4,6.44
-990.73,-401.55,-101.95,-0.5
-1113.77,-538.72,-106.93,-30.58
-880.9,-457.6,-171.71,-18.09
-979.56,-490.48,-215.1,-63.45
-1063.75,-461.09,-79.2,-23.18
-1008.75,-389.73,-21.97,23.39
-932.26,-362.74,-74.41,25.39
-1039.36,-369.44,-45.88,15.31
-944.72,-552.2,-134.64,-29.74
-962.17,-498.81,-132.23,-22.34
-1027.13,-467.87,-144.8,6.03
-959.31,-385.31,-131.01,-8.9
-988.11,-452.57,-224.72,-119.63
-1055.19,-457.38,29.39,29.92
-1124.45,-394.13,-113.45,25.9
-865.66,-465.27,-109.92,18.11
-939.44,-531.54,-46.51,4.56
-1078.03,-479.54,-84.57,-66.6
-1150.82,-393.62,-120.23,0.08
-770.89,-335.55,-107.52,-28.28
-932.04,-376.07,-77.26,53.65
-1006.65,-581.76,-96.09,-7.46
-1033.5,-537.54,-103.04,-22.64
-999.28,-464.76,-130.23,20.73
-957.38,-355.61,-83.64,-3.44
-1013.12,-486.96,-97.8,-2.6
-1154.91,-442.43,-257.96,-83.13
-1092.24,-271.59,-130.2,-64.69
-774.13,-487.29,-65.07,32.83
-972.87,-516.11,-121.99,-77.49
