ch1,ch2,ch3,ch4
-5.88,19.43,30.06,-0.72
-15.19,-0.35,32.68,0.89
-11.6,9.98,38.48,2.18
-18.48,15.53,31.99,-2.44
-18.32,13.48,33.46,0.53
2.03,28.34,30.63,-5.36
-12.34,25.38,29.88,-1.34
2.61,25.99,30.98,-4.79
-20.03,10.75,33.8,-0.75
-13.5,-17.23,32.57,6.64
-15.68,-3.59,31.02,-1.82
-25.35,-3.54,30.98,-3.7
-21.94,15.44,32.85,4.48
-17.75,22.16,32.63,-2.14
3.44,34.74,35.63,0.54
-29.63,-15.81,30.35,2.75
-18.2,13.37,30.78,-3.45
-7.29,20.84,25.26,-2.48
-22.65,17.52,27.91,-0.63
-38.34,-14.08,29.64,0.93
15.81,9.97,24.64,-2.2
-43.56,-3.48,29.66,1.18
-2.66,29.38,25.77,4.42
-9.5,3.98,28.72,0.81
-26.76,0.45,29.39,4.7
-8.16,11.99,27.54,0.38
-19.42,4.73,29.82,4.82
7.89,-5.17,24.04,1.67
-30.06,8.1,29.2,7.58
-46.05,-12.6,30.9,5.45
5.65,26.58,29.45,3.81
-18.85,23.67,29.02,1.44
-36.45,-25.59,28.35,1.51
3.14,16.88,33.14,-0.34
-16.15,1.7,32.08,4.96
-43.16,3.87,35.87,6.02
18.48,8.75,31.55,5.02
14.6,38.21,29.37,3.26
-51.51,-14.07,30.04,2.25
-9.87,17.08,32.4,4.02
20.72,40.1,30.09,2.67
-6.81,2.41,31.12,5.72
-34.78,-7.24,27.85,5.17
-8.14,4.5,30.21,2.17
-6.97,16.42,28.74,1.84
-37.17,8.67,27.12,0.07
18.82,48.42,29.37,1.49
-0.74,39.96,26.03,3.19
-20.8,29.3,25.92,2.41
-17.98,-56.22,24.35,-1.01
