ch1,ch2,ch3,ch4
40.17,74.91,5.94,-12.5
6.95,-7.23,5.86,-11.62
-44.81,7.99,4.54,-7.65
-35.6,-19.43,-0.53,-16.44
-42.49,-5.7,7.42,-10.91
-6.62,28.44,4.28,-13.73
2.7,15.76,0.64,-12.22
-15.36,14.79,5.16,-17.16
-30.64,13.69,7.0,-16.03
-6.96,18.01,8.42,-12.37
-59.73,39.28,6.62,-11.67
-1.45,21.85,5.19,-12.3
6.97,13.45,3.61,-15.07
18.45,59.47,7.21,-14.39
-17.82,25.0,-0.29,-16.45
-24.19,50.04,4.34,-15.32
-28.27,-52.49,4.22,-15.25
2.15,31.32,1.49,-15.62
-89.68,-24.09,8.21,-9.39
-95.74,15.48,4.66,-7.33
50.51,14.96,5.29,-15.84
11.15,12.45,5.23,-13.16
2.06,34.37,9.35,-8.88
5.74,52.34,3.93,-15.1
-20.22,16.37,8.99,-14.57
-35.63,14.1,10.66,-10.98
-34.37,51.66,5.78,-12.26
-18.48,-3.35,1.83,-18.76
31.89,46.8,13.37,-13.13
26.06,97.58,13.83,-7.75
-22.36,-17.44,6.36,-15.81
-35.23,-39.2,7.25,-18.3
-25.48,14.69,7.95,-20.43
-41.9,-1.1,3.81,-14.74
-25.08,4.85,5.66,-12.21
-13.47,38.95,11.08,-8.84
-32.64,15.17,8.3,-13.12
10.29,23.43,4.05,-15.35
-41.0,6.61,5.3,-10.19
15.24,4.55,8.42,-15.29
-30.58,33.18,6.34,-15.81
-57.63,30.75,9.82,-10.11
31.25,86.35,0.75,-18.89
35.97,47.49,7.72,-10.97
36.46,-13.43,3.97,-14.8
20.08,-9.9,3.03,-18.49
-161.86,-40.94,5.61,-17.66
-58.88,7.99,4.73,-18.51
-12.9,34.89,6.43,-14.8
46.32,6.24,2.54,-14.02
