ch1,ch2,ch3,ch4
88.89,18.41,40.42,11.78
-106.24,2.69,40.82,20.92
-27.48,25.48,43.98,19.73
-0.93,10.49,36.86,20.76
-16.58,-29.72,39.81,18.54
11.64,12.56,35.02,14.18
29.21,25.17,32.22,13.81
15.95,76.89,37.34,19.02
-40.56,-41.44,33.46,16.76
-36.2,-2.6,35.5,19.46
-14.13,-2.91,38.82,16.31
-11.97,6.72,38.58,17.26
-19.2,13.59,39.04,17.3
-9.28,-14.48,39.56,18.15
-44.24,-1.15,43.29,22.5
-17.73,41.05,34.36,17.49
-18.29,-29.61,38.06,16.68
25.76,38.68,38.55,18.39
4.45,29.04,38.75,13.73
-11.98,-9.46,40.47,15.54
-28.23,-3.93,40.45,16.78
-30.89,16.68,42.79,17.58
5.88,-19.2,41.57,15.46
47.36,21.0,40.03,22.22
33.25,72.74,37.52,14.91
-35.45,64.26,39.25,19.06
-43.24,-75.85,39.27,13.78
-49.47,-22.56,45.58,15.7
-32.68,13.08,44.74,15.61
-9.07,29.12,40.3,15.63
-2.78,8.58,45.61,22.14
-3.25,-3.51,39.77,17.67
14.66,-10.15,36.95,12.22
-20.16,-7.81,40.38,16.67
4.52,62.73,39.47,23.54
-52.84,-13.13,38.89,16.83
-1.83,14.53,34.39,11.65
-36.17,-23.07,39.94,19.06
-70.19,-47.76,39.42,14.69
108.09,36.55,40.09,18.05
-30.17,40.98,41.84,23.05
-58.35,18.27,39.28,16.05
-2.55,-24.48,32.62,12.3
28.7,44.58,32.14,13.79
-12.3,-3.93,36.56,19.08
5.64,35.09,34.81,17.86
-55.75,-5.15,36.07,14.77
-1.45,-1.2,39.0,16.96
18.96,73.17,34.09,13.82
-15.97,2.31,35.71,13.28
