ch1,ch2,ch3,ch4
-50.86,-43.2,30.4,13.91
-50.87,-8.97,35.03,21.9
30.21,39.77,32.06,14.31
-10.57,20.12,33.14,17.18
-26.25,4.54,32.74,17.41
-34.94,8.96,29.42,16.13
-28.73,21.28,28.7,13.99
5.53,30.73,32.45,17.56
-11.27,7.9,25.1,16.28
-18.8,19.99,28.16,17.45
-14.88,39.14,30.52,16.97
-53.73,-10.24,26.3,14.15
-16.65,-0.1,25.24,15.23
-5.44,-1.19,27.41,13.95
-32.93,16.5,29.69,17.64
4.66,15.72,32.77,12.29
-15.37,16.73,30.3,17.99
-14.5,30.86,34.95,18.76
-21.58,-10.35,34.04,14.63
-24.87,-12.3,25.88,14.75
-17.26,9.05,29.7,15.32
-34.42,36.89,26.37,15.91
-18.46,-8.58,32.27,17.63
-43.5,28.97,32.44,19.8
39.11,85.43,33.01,20.4
-26.3,-61.59,29.42,9.71
-17.91,-0.46,32.31,18.07
-15.46,3.65,32.94,15.57
-16.85,17.45,24.54,12.92
-43.14,58.59,33.99,17.52
-24.55,28.66,33.51,18.58
-26.52,-34.93,33.55,13.59
-0.43,15.01,37.6,14.43
-16.19,24.44,34.39,14.18
-3.19,43.13,32.22,15.24
-4.05,8.79,37.32,18.47
-32.68,-2.31,31.46,13.32
-14.04,20.72,31.75,16.59
-40.54,14.2,33.64,14.92
-25.72,36.69,32.64,15.16
-44.63,2.36,34.51,14.99
11.01,24.02,28.74,8.82
31.13,56.24,33.31,10.46
-9.96,28.6,31.65,15.19
-32.66,-15.05,30.5,13.25
-32.06,13.58,37.35,19.08
-6.7,-2.82,31.49,9.55
-3.17,45.64,33.56,12.9
-34.38,23.65,33.58,14.87
-40.92,-15.42,30.37,14.07
