ch1,ch2,ch3,ch4
7.38,-347.09,-78.05,31.65
-15.24,-338.22,-31.59,10.76
-60.18,-566.5,-128.23,24.86
-67.51,-602.19,-136.63,10.38
-51.94,-550.82,-112.29,12.51
54.38,-370.01,-113.49,20.94
-46.14,-506.96,-110.61,20.69
-39.75,-377.91,-94.3,23.44
22.82,-577.5,-119.74,3.32
-38.78,-547.39,-105.71,12.24
-6.07,-417.7,-92.12,25.56
-22.78,-468.35,-101.04,20.05
-24.22,-512.56,-98.0,22.78
-23.74,-473.91,-88.01,23.56
-0.39,-488.29,-67.45,22.87
-46.77,-470.99,-131.27,10.53
-8.86,-437.82,-115.74,14.73
-39.67,-536.19,-71.36,33.86
-68.71,-560.31,-132.62,11.06
-81.08,-554.08,-98.8,23.17
5.25,-488.02,-99.88,20.5
9.61,-474.74,-122.98,19.68
-26.8,-484.8,-94.08,18.5
-16.17,-443.02,-91.29,39.49
-15.05,-562.64,-114.73,10.99
-2.83,-390.07,-112.97,21.13
1.61,-473.87,-102.98,33.67
-14.28,-507.65,-99.35,24.42
-9.57,-482.58,-97.85,23.89
0.19,-430.72,-97.84,21.52
-24.29,-483.3,-83.42,24.92
-22.1,-467.99,-84.51,25.21
-0.82,-503.01,-4.92,34.43
-41.15,-511.48,-130.66,13.68
28.06,-446.23,-38.06,27.26
-34.46,-394.91,-127.48,17.67
-21.22,-456.57,-89.43,21.74
-58.43,-676.71,-123.35,25.59
-30.96,-542.98,-104.31,30.43
-82.74,-514.38,-135.12,13.59
-64.02,-421.84,-110.62,12.13
-0.09,-484.26,-112.23,25.69
28.23,-464.8,-117.68,15.94
-14.31,-531.39,-112.08,24.85
-28.02,-508.6,-97.66,23.33
29.26,-368.56,-106.25,34.2
27.33,-483.45,-104.33,34.75
-19.98,-497.0,-100.46,23.22
-29.35,-512.19,-104.72,32.79
27.77,-416.4,-101.11,37.84
