ch1,ch2,ch3,ch4
-4.48,1.42,-55.33,-27.45
5.0,3.53,69.65,-13.93
-42.48,50.12,31.74,-33.06
-7.73,75.28,-21.38,22.72
-12.71,-24.28,-23.32,-13.25
3.13,-65.85,25.35,-39.79
-24.16,39.79,79.7,-0.33
-14.37,29.13,-108.4,-5.43
99.75,26.27,171.4,-27.18
-4.1,28.35,-37.16,-17.84
-148.92,42.24,-114.64,46.94
-40.16,-5.57,-41.39,-49.9
10.94,30.01,24.31,-29.79
11.78,-22.75,28.92,-3.77
-43.87,10.34,210.4,1.74
-26.76,-15.84,96.04,-47.77
10.48,-11.73,-159.56,5.9
-55.83,26.79,-18.12,42.19
-25.79,10.67,-85.06,-38.1
-20.71,-9.69,2.52,-11.57
-1.83,-5.13,-1.57,-2.37
77.54,51.89,62.52,2.26
-21.4,1.71,71.98,-35.69
-96.27,13.26,-42.48,-31.84
-5.08,-8.73,90.2,-3.04
-48.37,-6.69,-74.03,9.1
17.67,45.53,-48.55,0.34
33.28,3.85,-30.96,-23.69
-53.35,37.92,9.58,15.02
5.57,36.28,252.8,-30.38
-62.78,-17.51,160.42,9.24
-37.02,58.29,-213.18,-3.24
-4.62,50.15,-86.66,-19.06
37.05,-19.73,-28.94,32.05
-70.72,91.51,73.55,-43.9
-30.4,-67.52,-40.8,-28.56
-32.15,-38.16,-7.3,-1.73
-22.92,-2.45,73.42,-26.83
10.21,0.75,83.17,-3.1
-42.02,20.66,91.97,-10.26
29.03,42.02,-125.71,25.57
33.82,20.2,33.05,-47.89
2.46,3.18,45.86,-16.26
-108.89,6.45,203.19,-1.24
-66.76,36.67,-110.98,33.51
53.87,13.93,-147.37,-38.37
-28.58,37.2,-39.42,-5.55
-53.66,-1.36,2.14,-13.88
-7.86,36.03,-5.25,-18.56
-56.49,1.91,25.14,39.32
