ch1,ch2,ch3,ch4
-78.01,-511.05,-71.26,28.09
-27.07,-494.07,-56.3,22.74
-4.46,-537.65,-87.5,5.81
-0.75,-516.69,-77.62,24.07
-102.48,-362.35,-37.01,37.4
-32.32,-546.5,-153.09,-54.51
36.2,-549.28,13.68,58.31
-21.73,-440.6,-28.56,34.18
-8.72,-397.27,-117.36,23.07
38.52,-221.11,-27.82,-29.18
-77.9,-620.96,-34.39,49.44
-36.42,-453.54,-45.12,37.47
6.36,-413.81,-106.19,5.19
-68.24,-597.95,-37.27,-0.13
-43.61,-486.97,-75.69,12.29
-18.89,-472.51,-71.06,36.46
-87.29,-350.36,-62.2,-15.23
30.2,-497.48,-103.74,43.59
-57.79,-434.8,-120.09,-5.83
-3.33,-422.08,-30.84,24.53
65.65,-434.2,-110.08,-21.84
-1.02,-418.49,-56.16,45.39
-55.78,-504.82,-128.13,-18.2
-88.84,-491.31,-15.24,47.27
23.59,-528.16,-88.13,23.62
-24.97,-494.73,-83.48,35.41
-4.31,-449.82,-127.2,-13.1
-89.9,-447.78,48.93,30.76
-83.87,-372.34,-192.22,5.25
75.54,-476.24,-48.68,1.2
6.59,-528.78,-82.77,43.87
-3.01,-447.56,-40.24,33.34
-22.65,-444.51,-64.42,32.92
-28.05,-424.64,-89.16,-40.08
-19.9,-437.22,-130.88,24.47
-76.78,-469.76,-42.0,33.57
-33.92,-510.03,-56.01,39.18
12.64,-498.46,-40.23,46.99
-39.36,-502.84,-240.04,-62.33
-92.39,-486.64,-52.12,23.49
-29.97,-450.36,-29.15,67.66
63.09,-452.68,-81.15,42.57
-36.14,-482.54,-73.09,48.75
-52.81,-462.64,-66.5,-0.3
20.45,-473.07,-66.76,23.06
-18.54,-461.17,-53.7,2.57
-64.72,-399.82,-83.89,60.77
22.64,-497.93,-123.79,27.37
-8.83,-455.01,-36.01,37.4
6.31,-267.5,-73.52,28.3
