ch1,ch2,ch3,ch4
-18.39,8.8,8.87,-20.08
2.13,29.32,7.86,15.89
70.93,32.78,60.0,-7.4
49.27,55.5,-5.59,-39.61
-121.2,-23.2,31.9,-28.51
-56.68,7.28,15.66,-6.65
-31.35,-2.87,41.9,26.8
6.24,18.26,33.31,-38.12
14.51,56.79,39.02,-38.26
-7.09,14.51,59.6,-12.38
-40.9,-18.74,-103.55,0.37
12.68,23.91,-16.41,-29.08
-35.16,2.17,121.46,1.29
14.76,12.98,-89.28,-8.5
-21.2,27.95,-17.23,-7.41
43.5,28.18,34.65,-30.97
4.67,34.49,-28.64,9.32
-43.79,41.93,11.85,-16.98
-57.74,29.73,30.64,-28.67
-13.39,50.83,95.12,25.05
-27.69,39.45,16.57,-28.9
39.94,84.02,-68.17,-12.69
7.72,-4.68,-15.79,-26.65
-0.24,-37.84,64.87,-25.46
-58.58,14.25,60.05,-18.84
48.21,17.24,-47.61,-37.6
0.44,43.31,-16.25,11.7
-106.39,9.8,-13.39,2.28
-25.77,6.22,-5.16,-29.32
-1.85,6.19,4.18,-18.89
-13.92,17.49,141.65,-40.42
-13.08,29.92,-21.88,-33.52
-21.17,5.08,-33.92,-4.34
3.67,-10.35,-17.19,50.94
12.81,53.73,-8.57,-10.66
26.14,4.81,66.93,-26.81
-32.17,32.7,60.03,7.35
68.58,6.68,-70.96,-32.8
-24.76,52.31,-14.4,-28.54
-109.14,91.68,4.1,-2.31
-29.23,7.73,16.34,-23.38
-33.17,2.89,57.77,-12.64
5.67,-7.11,97.23,-32.42
12.3,0.7,-50.01,-15.37
-15.09,59.56,-31.29,-3.78
-28.08,-2.53,-32.87,5.42
-13.23,-1.46,-5.19,-12.73
20.41,15.46,2.62,-15.47
0.78,31.06,137.54,5.01
-21.9,33.77,88.28,-32.17
