ch1,ch2,ch3,ch4
-20.12,22.05,16.1,14.67
-1.84,40.92,30.76,-0.62
-5.87,21.96,99.48,8.06
-30.27,7.15,68.63,27.93
-7.75,30.98,-6.98,11.77
41.98,18.52,-5.56,10.76
101.05,25.2,111.52,14.81
-166.08,10.06,-16.66,26.62
-40.7,20.3,43.68,4.49
-18.96,32.45,118.97,50.25
-16.97,-5.12,-39.06,-72.94
-22.45,55.38,86.05,39.36
-1.43,-5.75,-20.02,20.0
-0.75,28.91,25.09,14.84
-36.0,26.94,37.96,4.15
15.14,10.54,48.67,-2.47
144.85,52.3,11.63,27.01
-162.85,-14.05,24.42,39.85
-48.19,11.98,18.43,-23.63
-34.3,25.86,126.79,15.84
-11.03,3.72,112.89,7.51
-14.75,39.65,-8.64,7.09
-8.49,-3.24,-38.09,10.95
-1.64,-4.04,37.19,38.3
-3.67,32.85,62.64,-12.06
39.74,18.2,40.41,-30.53
17.36,29.48,1.48,34.83
-97.93,62.44,30.41,39.33
-33.89,-0.88,32.74,-6.82
-1.48,6.5,48.52,10.42
-1.11,32.11,33.96,-3.92
-30.01,-0.64,85.99,36.21
-0.17,49.07,48.44,6.96
-1.1,-16.09,-18.84,-0.76
53.72,44.57,22.86,22.04
-118.66,28.38,56.01,-10.54
-22.71,18.7,67.97,-1.02
25.08,-17.07,4.41,4.76
-48.94,16.18,7.83,30.03
-23.27,7.39,37.65,-9.32
-16.99,33.77,80.69,6.76
17.84,5.35,6.69,7.67
43.55,48.38,23.48,26.51
-87.01,33.33,30.84,12.31
109.63,18.69,41.29,10.16
-102.68,-1.98,31.85,2.09
-56.12,36.92,62.42,24.01
14.8,27.6,17.45,4.67
-24.9,6.8,24.66,10.87
-15.74,9.28,156.15,23.19
