ch1,ch2,ch3,ch4
-83.17,-152.72,-101.96,3.23
-81.62,-3.93,19.62,-0.31
16.26,18.91,40.93,23.47
9.1,13.09,7.68,22.05
-124.08,15.04,169.14,12.2
-77.1,30.67,112.28,-3.89
-59.95,20.04,-56.79,23.58
-51.8,18.2,74.58,15.11
-40.02,64.76,-44.99,27.39
-37.66,14.41,72.36,26.08
-57.41,107.0,-16.49,4.81
-55.69,-57.22,140.71,12.61
-70.09,-25.47,-51.3,16.48
-58.81,-15.21,49.04,19.06
-8.24,-8.69,19.76,27.5
-61.8,59.5,172.07,10.47
19.34,84.09,-106.56,20.81
-79.08,-49.32,8.35,12.36
-114.22,0.48,24.34,16.14
-56.72,69.41,73.23,21.14
-54.31,10.59,191.91,6.13
-54.21,-22.07,-72.28,26.33
-42.85,27.31,-2.46,6.01
-43.24,24.31,57.75,19.9
-59.84,28.76,125.65,11.39
-51.18,4.24,-55.01,25.84
-58.97,12.66,35.01,20.8
-53.78,-7.08,4.67,17.18
-40.41,73.68,20.02,18.58
-59.28,-14.43,26.49,11.39
-38.7,35.64,150.39,13.93
-43.65,25.71,-33.26,10.98
29.57,79.04,52.63,20.77
-138.75,-73.23,31.94,18.83
-50.08,120.56,63.87,22.74
-57.12,-54.46,-44.46,21.01
-49.57,-20.95,39.12,-0.32
-75.52,-5.32,74.92,10.86
-46.46,-9.2,127.65,-7.56
-53.03,36.62,-44.82,22.8
-42.79,23.72,-12.78,24.95
-46.0,13.1,8.82,18.26
-52.32,17.1,25.29,17.51
-29.5,25.33,21.36,15.97
-78.98,1.94,24.61,14.03
-65.58,-1.57,78.36,14.43
-24.66,66.47,54.42,12.21
29.03,76.86,-14.63,24.42
-172.28,-27.63,106.74,-4.2
-62.57,-73.54,-23.03,18.21
