ch1,ch2,ch3,ch4
-66.59,-12.55,36.34,4.25
-44.64,9.02,-11.15,-29.29
98.41,106.98,-9.4,-43.06
-218.85,41.58,5.33,-20.19
70.19,-26.08,4.76,-30.88
-130.3,-5.43,20.29,11.36
145.26,120.31,-6.79,-26.64
2.69,62.91,12.09,-16.14
-20.5,-140.06,-2.69,-29.0
-196.76,190.97,15.54,-3.2
127.04,-88.56,2.02,-21.18
25.89,35.39,11.63,-18.1
-91.02,169.63,16.19,-21.09
91.22,37.75,-12.13,-16.07
-105.98,-119.84,2.55,-7.93
-64.13,54.6,14.93,-16.17
20.87,30.43,-5.68,-44.25
-151.81,-96.24,11.69,-2.6
77.46,128.51,8.2,-10.77
47.7,48.84,1.17,-35.67
0.12,10.03,1.83,-26.52
-10.57,152.15,-0.79,-10.97
-59.23,-22.86,8.31,-15.32
-73.62,-17.02,8.14,-15.83
-23.77,-151.1,5.41,-16.04
-97.25,178.4,12.37,-4.87
138.33,-35.99,-9.37,-35.88
74.42,127.67,17.44,-16.47
-106.16,-127.43,-1.08,-23.01
-54.63,22.88,-5.88,-15.83
17.82,66.33,14.22,-2.7
-172.73,56.18,6.6,-6.9
38.65,3.34,6.45,-24.64
68.47,19.88,1.26,-28.46
-45.77,-0.11,2.8,-23.15
37.95,117.16,4.02,-18.34
19.98,-4.33,-0.8,-32.73
6.07,-44.45,14.88,-24.63
-170.89,53.06,5.87,-2.13
17.76,-12.05,7.09,-11.73
-6.09,8.08,-0.68,-20.98
-129.1,19.58,18.32,-0.3
90.48,133.82,1.12,-24.37
-26.0,71.2,11.85,-17.02
87.08,-35.73,-6.49,-39.16
-81.3,-67.58,11.3,-6.38
-67.9,12.22,23.69,-18.57
-2.23,108.14,-6.17,-38.96
17.9,-4.75,15.53,7.35
-112.88,-92.24,-1.13,-21.14
