ch1,ch2,ch3,ch4
-32.13,-579.95,-105.0,20.54
-69.13,-513.62,-110.29,14.44
-47.3,-371.15,-109.63,19.66
-98.48,-320.11,-103.48,32.68
-107.07,-593.48,-96.55,31.57
133.05,-400.34,-106.79,25.51
33.8,-552.04,-110.86,29.7
-46.64,-571.45,-101.8,20.02
-163.13,-495.0,-103.87,19.12
-53.89,-550.91,-113.29,-2.24
80.72,-105.11,-139.26,2.83
96.56,-745.96,-92.3,57.3
-28.11,-416.94,-91.32,45.67
-296.76,-512.66,-89.63,34.9
160.54,-541.29,-114.28,15.58
-8.18,-449.1,-95.73,23.96
-99.49,-509.31,-101.15,26.72
-193.61,-466.72,-93.11,28.77
178.82,-515.51,-107.88,22.45
-39.5,-602.91,-100.67,30.56
66.28,13.24,-121.41,-10.81
-111.08,-687.1,-91.22,37.82
-33.35,-634.53,-89.4,36.73
-78.42,-547.92,-99.67,17.96
-70.75,-606.91,-112.37,14.84
120.5,-297.43,-117.81,14.48
-2.81,-379.44,-102.28,34.93
-83.47,-554.34,-100.94,19.91
-20.86,-205.23,-99.57,6.12
-22.51,-628.47,-99.94,26.49
-319.47,-563.75,-81.44,36.84
222.16,-487.19,-105.9,26.42
-77.38,-403.45,-101.77,16.93
59.92,-541.23,-98.04,23.54
-12.87,-492.77,-103.29,25.83
-136.07,-578.56,-109.9,11.32
139.24,-318.77,-102.5,23.35
-10.78,-413.35,-100.76,11.12
8.5,-505.65,-104.62,26.64
-95.46,-548.8,-99.65,23.97
-35.11,-399.95,-111.16,-0.66
-103.34,-404.7,-87.29,50.02
16.68,-619.61,-105.87,27.7
-177.86,-520.15,-109.3,4.87
110.15,-459.92,-101.16,23.56
-39.14,-423.01,-98.72,14.37
0.02,-547.88,-95.57,22.2
-17.58,-307.99,-116.42,-2.35
-22.62,-519.17,-105.14,13.14
38.26,-487.39,-103.54,18.44
