ch1,ch2,ch3,ch4
-21.96,-48.13,36.58,11.55
-57.97,-22.8,46.39,17.87
-2.1,-57.37,32.9,7.25
-226.25,32.84,37.52,18.46
198.83,61.25,35.09,9.16
-35.55,-29.16,38.28,17.66
-0.07,91.61,39.11,25.28
-7.15,-76.77,35.66,9.12
2.4,37.04,28.74,6.91
4.57,0.45,35.61,16.43
-45.64,-24.78,33.96,9.38
-40.45,21.41,37.64,17.92
-74.0,113.12,47.42,28.32
11.25,-92.56,31.27,7.49
58.19,87.42,34.46,5.7
-0.79,-13.99,39.13,10.68
-42.51,-12.76,46.18,25.32
-21.45,-29.35,36.79,15.17
-97.26,-78.71,49.46,28.13
22.48,10.9,35.94,12.06
22.56,163.64,44.47,23.82
-0.44,-72.97,33.39,3.52
18.26,-8.02,40.55,11.36
-76.27,-20.09,45.74,22.09
-9.81,95.83,47.35,29.47
-74.0,-60.43,23.62,-2.33
25.64,9.59,35.25,19.94
1.5,12.99,36.56,10.45
4.44,-38.77,37.76,17.23
9.93,-0.53,38.29,11.34
-31.08,52.13,35.31,14.54
56.86,28.57,45.42,28.37
-84.98,-26.9,25.13,5.96
16.71,41.06,40.53,19.84
-20.9,-13.49,32.92,11.66
-68.28,-56.84,41.88,18.51
-79.67,54.3,39.3,23.55
-3.58,208.98,35.95,19.46
52.46,-182.98,31.85,5.09
-60.98,-105.11,44.07,16.06
-16.1,28.21,27.96,5.11
42.66,42.29,32.32,10.56
-27.77,55.6,35.38,11.27
74.73,-74.67,38.0,16.85
-63.85,86.43,36.92,23.04
-37.03,-26.02,30.31,14.34
-158.84,69.23,40.27,20.82
78.56,-108.52,31.82,11.07
39.76,31.96,34.58,12.1
-7.76,44.36,31.16,9.63
