ch1,ch2,ch3,ch4
-59.57,54.45,38.36,14.9
-102.68,33.16,38.9,19.91
30.66,-29.76,34.21,14.04
-23.73,-22.0,32.61,10.42
19.14,69.17,44.71,33.1
-0.08,-57.39,30.61,14.65
-38.44,21.22,29.05,11.46
-234.04,-47.13,40.52,25.4
71.59,-3.78,38.04,21.62
62.09,103.91,32.47,12.54
89.54,97.05,39.59,18.72
-70.6,-100.46,28.66,5.73
-56.43,-14.45,40.88,24.65
-114.56,-26.18,35.51,17.36
74.47,14.48,28.89,9.21
22.84,66.99,35.24,12.25
-39.64,-51.2,32.97,12.33
-31.09,-5.14,33.51,17.33
-23.24,40.91,35.54,14.4
-212.51,-128.74,56.93,37.58
35.51,128.5,40.03,20.91
143.63,109.34,24.52,0.74
-98.3,-125.64,37.37,13.54
102.48,164.91,53.18,31.2
-54.35,-184.62,26.46,-5.67
-19.92,-7.81,36.99,14.84
-35.6,45.9,38.52,19.17
-94.98,-37.81,57.95,46.3
2.56,-10.25,22.57,-7.0
-64.55,-56.94,35.96,4.17
-44.01,13.23,49.25,24.74
66.82,62.03,38.5,16.15
-15.66,44.55,35.47,14.02
-103.94,36.67,44.51,12.61
80.22,39.02,44.3,18.34
-108.75,-77.87,48.41,17.15
-44.87,-41.7,54.69,26.92
93.77,31.58,38.0,6.11
20.07,-22.74,39.47,4.24
-14.18,35.62,44.92,16.23
-48.58,-12.23,42.79,12.91
-122.75,-14.61,44.95,16.91
138.1,179.4,51.8,39.94
-268.45,-125.21,44.55,14.4
171.75,49.24,35.71,1.81
-84.91,-63.19,42.8,24.66
-4.28,35.73,33.31,-1.36
10.97,-21.23,43.28,11.38
-1.85,97.31,45.34,20.4
2.14,3.4,34.38,7.06
