ch1,ch2,ch3,ch4
-15.66,5.18,0.13,-12.26
-15.76,26.8,5.99,-25.98
-8.45,44.54,-16.52,-31.81
-11.77,-6.37,19.4,-5.97
-23.03,57.35,-0.03,20.94
-21.11,-2.64,22.14,51.75
-8.35,55.49,49.02,-99.89
-4.75,33.9,10.98,76.31
-34.4,-66.21,-5.18,-59.52
-30.2,-4.04,3.61,40.28
-9.5,30.5,31.3,-120.61
-12.31,53.71,4.32,-19.62
-15.72,89.6,67.98,38.84
-18.11,-21.44,-76.02,-22.17
-23.34,-27.41,-0.55,-46.02
-31.56,8.15,-9.23,0.01
-7.48,23.39,0.76,1.52
-16.25,32.68,14.25,197.66
-16.22,28.54,-12.44,-201.05
-1.76,79.33,29.26,17.82
-15.78,5.9,0.01,-48.57
-51.06,-77.54,4.22,-13.76
-18.43,12.62,-8.74,-108.34
-12.1,33.47,11.43,32.81
-3.95,88.07,34.49,-9.15
-19.42,-17.5,-21.64,-20.46
-19.61,-14.7,34.53,128.16
-25.03,0.76,-4.03,-63.93
-26.54,16.03,19.57,-24.08
-9.34,22.17,46.83,-15.88
-24.48,7.4,-42.03,12.56
-15.99,14.02,7.44,-106.99
-4.26,58.31,21.02,-57.86
-31.85,35.05,-7.17,35.61
-19.2,23.22,17.25,71.56
-6.58,38.6,91.81,-103.63
-25.4,-0.74,-45.68,19.31
-26.04,-22.02,-54.66,-69.33
-15.47,18.23,30.04,1.05
-24.68,10.83,-17.11,30.74
-17.37,13.36,64.56,66.1
-13.49,8.88,-36.9,-85.42
-7.08,49.94,-22.28,-41.2
-30.84,11.14,4.19,38.66
-4.64,60.05,18.6,-17.5
-30.26,-33.29,11.8,-19.48
-26.43,-13.11,-1.96,-70.77
-18.53,38.23,3.57,-7.34
19.45,135.91,-1.03,42.31
-9.82,5.49,7.92,98.39
