ch1,ch2,ch3,ch4
-2.5,-470.88,-74.18,78.32
-30.85,-502.55,-146.63,-27.17
-25.3,-486.27,-160.33,-5.77
-22.81,-492.38,-52.28,28.04
-20.05,-466.46,-150.72,-1.21
-11.13,-467.14,-38.05,70.9
-23.21,-482.62,-120.66,62.04
-16.73,-474.64,-158.47,-27.21
-33.1,-473.08,-119.82,36.2
-21.63,-462.97,15.44,46.98
-28.45,-497.4,-147.31,-14.67
-4.88,-463.57,-124.01,-64.57
-13.82,-480.03,-70.21,80.75
-18.45,-482.69,-157.95,-32.05
-27.87,-469.59,-103.2,32.98
-29.75,-481.9,-124.87,30.4
-20.24,-475.03,-46.91,13.28
-28.07,-478.94,-147.11,38.75
-11.84,-454.24,-187.99,-12.35
-20.18,-495.07,-71.08,38.52
-9.5,-455.34,-85.22,11.56
-13.44,-475.98,160.98,73.76
-19.61,-486.6,-249.83,34.77
-17.95,-470.26,-163.16,23.67
-20.81,-487.3,-21.45,9.93
-28.87,-480.81,-169.56,59.62
-22.97,-475.76,-177.25,-123.95
-6.43,-434.28,-116.25,33.27
-11.29,-478.49,-112.9,-0.02
-31.89,-497.68,-98.9,33.92
-28.63,-487.79,-122.9,8.56
-17.27,-456.92,-37.86,-2.54
-29.77,-504.71,15.27,58.08
-15.39,-482.14,-207.75,-20.98
-2.07,-465.81,-99.29,46.67
-10.35,-459.05,-189.69,68.93
-6.43,-477.9,11.36,-7.45
-16.69,-482.53,-335.42,-111.51
-23.25,-467.07,-95.03,-4.73
-14.93,-465.42,-89.79,12.82
-35.84,-493.68,-64.61,33.2
-22.37,-471.78,-130.3,38.88
13.07,-427.76,-8.09,22.25
-10.5,-488.78,-97.58,-16.15
-23.63,-472.35,-209.25,38.53
-16.9,-477.86,-100.56,16.16
1.94,-461.1,-170.2,-8.77
-5.15,-503.55,89.19,118.7
-32.97,-481.72,-277.93,-14.95
-24.0,-490.6,-68.45,-23.91
