ch1,ch2,ch3,ch4
-8.1,-475.78,-102.8,9.63
-12.67,-425.62,-98.74,6.58
-33.09,-496.25,-93.46,6.91
-43.35,-519.42,-95.25,9.11
-79.8,-474.48,-92.55,13.83
-43.58,-518.7,-99.49,2.6
38.74,-451.77,-97.97,14.24
-20.62,-420.37,-90.63,12.09
-35.01,-504.49,-95.59,16.06
0.93,-500.29,-100.11,12.69
-37.94,-493.91,-94.85,13.12
-25.0,-488.24,-96.17,12.3
-25.81,-454.62,-106.79,6.8
-1.46,-475.37,-97.37,10.69
-21.31,-508.83,-102.69,12.33
-36.22,-493.27,-94.75,10.4
-35.48,-478.4,-103.18,12.78
-17.58,-455.19,-104.51,11.11
-25.22,-484.2,-100.23,11.62
-32.32,-496.37,-98.93,16.85
-57.12,-410.45,-100.96,14.82
-0.06,-458.14,-98.09,7.45
-23.34,-531.71,-98.23,18.8
-49.45,-500.61,-101.17,9.84
-18.72,-485.47,-98.07,15.7
-60.25,-499.06,-90.52,7.71
-12.85,-466.82,-101.48,4.34
0.74,-474.95,-97.07,6.72
21.04,-426.74,-95.83,1.77
-25.69,-498.64,-94.4,6.52
-30.35,-514.58,-90.89,14.95
-22.14,-444.89,-92.34,8.65
-20.83,-501.08,-95.72,11.71
-31.36,-441.36,-101.19,9.8
-62.91,-535.45,-98.87,19.62
-20.26,-517.01,-101.09,18.34
-15.32,-497.86,-103.47,15.89
-21.56,-482.13,-100.49,9.38
-16.83,-478.61,-99.39,9.69
-26.06,-487.78,-101.11,8.29
-30.32,-480.87,-99.39,14.82
-29.48,-478.0,-97.34,9.47
-42.43,-480.8,-90.9,12.95
-52.45,-459.34,-91.1,15.69
14.05,-476.42,-100.8,16.36
-15.88,-479.53,-92.28,16.4
-26.49,-477.72,-93.99,11.98
-29.92,-472.06,-92.15,13.44
-15.77,-463.95,-95.89,10.71
-27.76,-493.22,-95.15,14.24
