ch1,ch2,ch3,ch4
-51.07,-477.19,-100.13,17.11
-16.65,-417.86,-100.81,16.86
-16.83,-468.61,-102.65,18.22
-32.02,-476.87,-104.61,15.89
-27.24,-440.62,-107.76,16.91
19.19,-437.05,-105.38,13.02
-27.87,-487.07,-108.92,17.87
-20.23,-481.8,-105.44,19.05
-25.05,-463.43,-106.73,18.37
-53.34,-451.99,-105.14,19.55
-70.27,-487.07,-102.43,19.69
-0.17,-466.4,-101.03,17.97
-31.09,-454.2,-113.08,21.67
9.92,-461.37,-103.87,24.74
-12.52,-464.38,-105.62,15.29
0.62,-442.77,-105.87,16.86
-22.91,-419.11,-104.58,11.86
-73.16,-480.51,-101.35,21.21
-12.19,-479.7,-103.94,18.14
-21.31,-487.99,-100.73,13.49
-21.37,-469.02,-106.89,12.93
5.8,-452.46,-112.6,13.46
-19.74,-451.66,-103.89,19.64
-43.96,-455.24,-108.73,17.83
-73.22,-438.92,-99.99,20.03
23.72,-462.71,-97.93,15.35
2.99,-465.13,-108.53,17.28
-11.62,-489.66,-106.49,25.45
-16.3,-466.77,-102.86,19.79
-16.39,-468.36,-97.67,18.69
-20.26,-467.64,-100.42,22.41
-41.37,-442.73,-100.6,20.69
-59.19,-457.58,-99.67,21.15
-56.8,-423.71,-102.27,21.11
40.01,-467.45,-106.87,21.85
-19.85,-483.7,-102.08,20.3
-30.18,-485.95,-105.1,19.68
-104.3,-455.07,-104.43,22.37
42.62,-458.62,-105.52,17.47
-9.09,-476.33,-107.0,19.78
-24.07,-482.95,-106.03,15.89
-46.48,-467.67,-101.33,22.53
-29.4,-436.5,-108.53,23.06
14.17,-426.0,-109.47,18.96
-18.13,-487.22,-103.76,23.7
-7.55,-479.27,-106.15,19.41
-10.52,-466.97,-107.02,14.62
-20.74,-473.16,-106.48,14.31
-19.34,-457.79,-109.6,17.81
-29.69,-463.93,-105.19,15.09
