ch1,ch2,ch3,ch4
8.33,-479.53,-100.67,7.32
-20.05,-442.05,-102.57,7.14
-35.14,-509.5,-99.89,13.09
-27.66,-484.53,-101.86,11.9
-32.57,-482.34,-94.33,7.87
-45.67,-482.73,-92.31,11.89
-22.04,-470.55,-91.27,13.92
-34.28,-426.26,-102.69,8.97
-30.24,-474.7,-97.02,15.55
-49.9,-502.51,-93.23,23.62
0.15,-512.91,-100.6,17.42
-15.25,-432.24,-98.39,14.31
-30.67,-521.03,-97.76,15.84
-34.39,-499.13,-97.77,12.76
-42.01,-470.08,-99.44,13.65
-32.98,-482.7,-98.28,15.18
8.05,-492.36,-98.24,11.03
-19.98,-469.29,-101.03,10.43
-34.87,-478.94,-99.28,17.84
-51.48,-485.88,-101.44,17.88
-18.2,-479.19,-103.07,13.67
-28.1,-475.98,-97.6,12.12
-35.54,-463.18,-100.92,12.98
-31.15,-492.29,-102.96,12.19
-12.06,-453.49,-100.53,12.83
-43.92,-483.45,-106.53,10.76
-58.87,-495.2,-103.56,7.72
-30.11,-484.4,-101.02,9.53
13.96,-477.61,-100.97,12.89
-21.68,-485.41,-99.66,9.54
-24.05,-480.25,-97.43,10.12
-35.73,-478.47,-93.92,7.06
-28.55,-484.37,-95.63,7.89
-25.78,-488.95,-97.11,6.1
-28.96,-418.6,-99.73,4.19
-10.9,-439.63,-98.0,2.03
-36.12,-503.8,-97.99,16.88
-23.8,-487.48,-94.84,10.95
-54.62,-518.58,-92.37,15.36
-8.09,-488.27,-96.83,10.02
-2.35,-514.8,-98.04,11.11
-18.96,-458.43,-103.48,9.87
-13.17,-463.35,-103.49,10.24
-31.19,-495.91,-104.32,8.64
-32.99,-491.07,-101.19,5.81
-28.88,-486.88,-99.78,8.3
-28.19,-483.62,-104.35,9.98
-23.48,-486.41,-100.64,11.7
-26.04,-448.32,-102.13,9.77
-8.08,-485.32,-104.03,8.63
