ch1,ch2,ch3,ch4
-104.26,-417.55,-66.15,20.75
75.06,-460.76,-79.76,18.59
13.21,-462.17,-78.43,18.11
0.12,-461.43,-77.97,18.37
3.47,-453.61,-81.08,18.78
-0.35,-445.71,-73.4,15.23
-12.29,-448.46,-71.03,8.05
-21.12,-426.21,-72.0,9.75
-18.86,-417.71,-69.0,17.21
-17.18,-472.87,-62.98,22.39
-7.83,-452.28,-67.14,18.2
-7.1,-416.98,-66.33,17.67
-10.9,-460.85,-67.63,12.93
-24.38,-469.15,-65.08,16.39
-20.79,-443.65,-62.78,20.36
-44.29,-429.44,-64.65,16.8
21.01,-446.33,-62.72,15.89
-13.76,-470.64,-64.02,19.39
-10.16,-431.36,-63.8,14.09
-17.85,-445.09,-66.09,20.97
-18.07,-439.77,-61.93,20.24
-28.42,-433.85,-64.32,12.58
-34.14,-384.99,-64.3,6.82
-3.78,-366.32,-65.5,17.98
-7.72,-494.47,-59.75,18.6
-1.31,-467.38,-62.68,16.4
-21.11,-453.07,-61.32,8.07
-11.35,-442.79,-60.24,15.54
-26.6,-446.07,-56.39,18.56
-36.88,-416.66,-57.61,13.94
-7.35,-419.28,-60.99,17.07
-4.44,-464.23,-59.07,13.72
-12.02,-480.31,-60.43,12.21
-2.16,-445.76,-61.7,12.33
0.54,-445.36,-62.84,15.04
-13.62,-449.19,-51.52,20.37
-19.08,-446.71,-54.89,16.84
-16.44,-448.49,-55.28,19.43
-10.51,-435.34,-54.92,15.83
-42.7,-441.25,-51.34,13.75
-18.02,-450.07,-51.52,16.3
-15.15,-446.73,-56.44,13.58
1.72,-441.6,-51.98,11.28
-7.4,-444.8,-53.29,13.06
-19.25,-447.32,-51.18,17.18
-60.36,-433.54,-46.9,13.41
17.08,-383.23,-53.49,14.84
16.04,-463.97,-56.72,14.36
-34.49,-441.1,-49.41,17.16
-15.14,-462.75,-54.12,15.58
