ch1,ch2,ch3,ch4
-14.51,-467.83,-104.89,18.61
-18.56,-463.52,-103.64,18.96
-18.24,-452.96,-103.97,20.72
-49.66,-468.2,-100.62,15.21
-61.08,-444.36,-93.52,16.97
-8.5,-383.45,-101.36,11.2
20.06,-472.52,-102.16,11.99
-11.17,-492.1,-100.22,13.87
13.3,-458.62,-101.22,9.37
-11.04,-466.29,-98.65,11.3
-19.84,-477.34,-95.03,17.72
-19.8,-466.04,-102.5,14.66
-20.32,-453.22,-99.96,14.44
-46.92,-465.02,-92.52,15.28
-46.62,-456.6,-104.0,16.89
14.23,-429.7,-101.22,14.51
-19.44,-439.83,-101.35,12.52
17.5,-437.2,-103.6,17.27
-15.13,-489.87,-99.7,15.34
-6.21,-471.66,-98.1,14.88
-14.46,-480.38,-101.78,14.73
-76.5,-472.46,-95.02,12.09
-20.25,-456.57,-96.81,16.66
4.23,-470.49,-102.32,8.15
15.89,-430.01,-100.56,14.43
-17.16,-466.37,-98.61,15.26
-13.14,-457.68,-100.53,15.59
-18.08,-487.91,-101.8,13.57
-28.88,-457.21,-98.23,13.14
-42.2,-480.27,-89.71,14.66
-73.29,-473.23,-95.07,16.45
-10.11,-458.8,-92.85,19.74
38.26,-406.16,-99.41,17.46
-0.33,-475.29,-97.46,22.83
-1.87,-483.31,-97.11,18.65
-13.04,-477.98,-95.97,20.07
-16.4,-467.91,-99.83,21.44
-17.06,-472.92,-96.63,23.28
-50.11,-469.95,-92.67,20.07
-24.81,-446.66,-91.43,17.71
8.57,-451.92,-105.25,17.18
-9.0,-449.32,-106.06,21.32
-11.54,-450.12,-109.55,23.3
-10.8,-490.38,-98.68,22.5
-4.38,-493.94,-102.73,25.05
-9.95,-470.96,-99.97,21.5
-29.71,-476.84,-98.31,22.46
-67.34,-480.42,-90.92,24.55
-9.87,-463.07,-98.48,22.2
29.17,-427.85,-103.71,18.06
