ch1,ch2,ch3,ch4
-27.46,-478.4,-101.36,12.32
-24.44,-490.37,-82.66,33.75
-15.68,-455.45,-134.15,11.28
-12.26,-451.4,-5.37,62.9
-29.91,-498.68,-181.52,-33.6
-26.9,-486.53,-91.61,42.57
-19.29,-514.58,-128.36,16.93
-37.99,-507.35,-112.04,18.39
-23.36,-412.4,-90.65,14.09
0.29,-457.65,-3.15,107.39
-27.15,-460.18,-210.4,25.25
-5.99,-428.8,-81.58,-27.35
-32.35,-534.72,-54.77,14.41
-14.07,-435.53,-178.69,-7.17
-17.61,-468.42,-37.25,24.14
-13.19,-484.12,-129.5,-16.76
-15.92,-488.27,-143.41,0.88
-10.88,-488.72,-95.2,-48.3
-18.39,-491.46,-109.63,-5.92
3.26,-394.65,-93.02,36.65
-32.61,-470.21,-133.88,94.35
-21.72,-398.69,-113.98,-21.85
-2.97,-475.15,-81.43,75.73
-43.56,-584.71,-106.05,0.31
-22.94,-522.65,-113.04,-12.38
-25.39,-446.68,-108.0,15.64
-10.16,-435.25,-80.87,39.17
-22.49,-499.56,-65.91,20.39
-28.22,-488.55,-148.88,43.44
-15.0,-451.33,-63.61,0.58
-31.25,-515.34,-123.64,23.55
-12.43,-476.49,-101.96,17.09
-9.99,-461.33,-128.32,58.45
-22.91,-465.73,-107.09,-0.83
-27.57,-511.54,-124.75,-31.37
-21.76,-545.31,-2.56,57.57
-36.08,-556.08,-162.36,-3.15
-21.98,-397.0,-161.53,-18.33
-13.5,-427.83,-85.16,41.36
-18.09,-477.24,-74.73,47.4
-4.19,-473.32,-91.0,-4.76
-13.07,-482.43,-1.9,48.76
-9.44,-482.33,-106.58,5.7
-16.29,-498.0,-122.09,-2.5
-14.44,-491.77,-133.85,21.01
-17.7,-476.64,-101.18,11.99
-18.93,-459.38,-86.26,23.25
-23.98,-492.21,-131.34,6.65
-25.18,-472.19,-107.48,18.49
-22.88,-481.83,-108.28,9.36
