ch1,ch2,ch3,ch4
-23.1,-521.09,-120.66,-22.23
-28.33,-517.07,-101.42,-1.11
-20.84,-483.37,-112.74,55.75
-28.54,-501.52,-48.54,42.39
-23.64,-524.51,24.92,17.75
-12.74,-518.43,-128.7,85.88
-12.1,-421.15,-185.71,-4.45
-4.07,-399.27,-126.71,-17.6
-32.3,-500.16,-105.42,37.08
-12.4,-397.3,-65.01,10.79
-26.21,-501.91,-118.47,-0.63
-24.51,-489.95,-108.19,18.83
-10.34,-481.46,-98.67,-18.28
-3.11,-492.9,-34.28,-54.69
-26.47,-503.57,-141.02,54.84
-24.29,-483.32,-121.56,11.2
-27.48,-495.5,-67.78,57.64
-19.85,-500.18,-140.92,-32.28
-25.5,-489.43,-100.6,46.47
-26.32,-441.46,-108.96,51.12
-19.97,-456.79,-94.82,18.62
-24.51,-484.81,-104.55,9.52
-17.59,-478.6,-27.34,13.39
-12.28,-486.12,-19.75,17.4
-15.97,-478.29,-200.19,27.91
-11.87,-460.51,-74.48,29.34
-23.01,-470.13,-128.88,-7.06
-12.64,-419.56,-86.34,15.81
-12.6,-484.06,-40.97,10.37
-3.95,-472.38,-131.5,0.11
-21.81,-488.0,-106.41,-17.05
-25.61,-510.74,-29.14,93.14
-14.29,-520.3,-75.24,10.03
-26.22,-538.2,-5.71,10.94
-20.75,-499.34,-179.39,-15.25
-17.47,-396.07,-108.53,3.19
-17.96,-458.99,-79.92,23.95
-20.59,-473.13,-143.23,44.34
-5.34,-472.9,39.42,21.41
-24.06,-484.73,-174.9,-0.72
-21.17,-499.55,-10.54,27.74
-14.87,-441.52,-130.38,5.63
-17.99,-473.34,-28.91,46.51
-16.39,-456.62,-238.04,-55.32
-14.02,-488.42,33.51,28.14
-30.69,-493.47,-148.53,79.57
-21.0,-471.89,-86.22,6.69
-17.57,-493.2,-112.58,-42.37
-29.32,-531.95,-75.96,30.67
-20.4,-484.01,-151.0,29.02
