ch1,ch2,ch3,ch4
-17.23,-444.49,-114.51,15.54
-16.77,-458.61,-112.72,65.68
-13.19,-468.9,-131.11,-4.2
-12.11,-450.14,-73.96,24.43
-1.03,-459.22,61.37,35.67
-7.84,-455.59,-239.47,-13.69
-29.31,-502.32,-143.99,24.25
-20.86,-475.47,-137.99,4.82
5.03,-405.77,-87.11,-43.44
-30.03,-476.41,-124.68,36.31
-8.87,-451.18,-139.38,26.57
-21.96,-496.19,-56.01,21.81
-18.12,-512.66,-128.12,-18.9
-2.17,-450.07,-42.42,34.81
-15.99,-423.12,-127.84,-4.42
-20.23,-471.11,-88.95,20.69
-23.26,-472.45,-126.16,21.39
-14.16,-453.87,-117.43,7.37
-7.15,-463.35,-110.69,7.78
-20.98,-488.1,-104.53,29.93
-9.76,-436.15,-109.62,16.55
-5.1,-457.43,-93.78,-13.17
-2.68,-452.03,108.93,45.5
-26.36,-473.88,-331.72,-31.47
-7.95,-443.88,-87.8,11.37
-30.27,-486.82,-55.75,65.68
9.02,-455.89,67.09,69.33
-25.15,-464.78,-268.39,-3.92
-15.63,-462.08,-138.69,14.45
-24.27,-492.61,-111.62,-18.19
-25.52,-476.83,-78.23,-11.31
-0.93,-460.72,-68.98,-42.56
-6.91,-424.0,-33.87,25.33
-21.92,-472.21,-152.2,0.33
-21.4,-491.9,-150.13,-5.52
-17.01,-474.0,-94.94,0.26
-14.19,-510.41,-0.64,37.51
2.11,-434.99,-17.11,27.61
-16.17,-471.57,-287.02,-40.77
-32.34,-506.2,-105.9,94.91
-11.28,-464.63,-100.71,-20.0
-19.65,-506.25,-90.72,32.48
-15.33,-457.5,-53.59,-16.56
-6.16,-446.43,-56.17,52.76
-18.21,-458.83,-149.77,-0.31
-10.75,-463.5,-104.73,-27.52
-16.27,-477.24,-65.09,25.95
-15.11,-449.78,-77.43,2.52
5.31,-442.88,2.37,-66.87
-14.44,-480.19,-217.87,33.12
