ch1,ch2,ch3,ch4
-16.68,-462.71,-29.21,9.18
2.5,-391.39,110.72,29.73
-11.06,-468.29,-271.45,24.31
-16.31,-507.32,-138.99,25.94
16.41,-462.02,-219.27,-55.65
0.59,-457.75,-32.72,40.99
-22.68,-482.68,-108.77,37.97
-15.26,-472.26,-52.95,16.94
-4.12,-456.36,-75.93,-60.54
0.3,-483.15,28.7,91.64
-4.83,-483.35,-142.68,74.46
-20.28,-469.53,-135.81,-50.63
2.95,-452.74,-102.71,36.17
-20.35,-484.12,-280.72,-2.09
-16.18,-454.66,-57.59,8.59
-10.23,-464.5,-101.65,58.97
1.39,-430.96,-50.34,-12.37
4.14,-430.84,-77.6,-13.9
-26.85,-514.91,-146.8,125.62
-23.09,-492.54,-280.44,29.39
-5.8,-485.33,-48.01,-39.82
-3.49,-451.49,-11.56,3.54
6.9,-432.34,-54.19,33.56
-11.78,-466.58,80.33,97.96
-38.14,-499.71,-243.91,0.66
-6.15,-464.49,-94.25,-8.01
2.6,-466.72,-228.31,6.03
-10.69,-460.99,-131.33,-68.76
-4.67,-435.99,-152.12,149.2
-6.53,-461.73,-78.12,10.59
-7.81,-481.79,-126.88,91.98
-22.41,-478.27,13.17,23.39
-13.89,-440.66,-182.65,21.14
9.51,-422.78,-98.16,-12.81
-0.63,-493.55,-48.06,69.83
-18.38,-493.66,-245.46,-71.05
-18.13,-431.38,-124.26,37.93
-11.2,-369.66,-66.68,1.5
8.33,-517.46,14.68,-17.7
-14.5,-488.35,-131.35,194.43
-21.55,-509.44,-186.33,-49.02
-3.85,-451.43,-4.59,65.01
4.17,-467.2,-86.4,44.91
-15.96,-487.02,-103.12,74.06
-9.43,-469.31,-141.4,-68.69
-8.76,-449.35,-101.77,49.24
-19.14,-463.22,-111.94,40.25
2.43,-441.0,46.54,3.37
-9.1,-438.14,-285.24,-12.61
-23.84,-474.27,-45.47,76.11
