ch1,ch2,ch3,ch4
-130.94,-494.48,-94.6,27.97
-89.89,-622.43,-99.95,25.28
102.89,-431.98,-106.16,22.1
4.83,-282.0,-109.96,26.93
59.66,-531.62,-99.9,44.29
-44.77,-592.65,-94.51,44.59
-39.11,-400.84,-102.19,27.25
-35.72,-649.69,-98.84,35.22
-52.04,-483.68,-101.62,31.9
-104.14,-512.85,-100.72,20.9
-48.36,-563.74,-94.36,41.62
-5.88,-484.15,-105.83,22.59
18.73,-91.82,-100.08,25.83
42.05,-781.7,-103.8,31.3
53.12,-414.27,-105.69,28.09
-52.32,-500.08,-100.81,17.36
-163.3,-401.6,-104.32,10.88
47.34,-458.83,-109.72,17.49
-36.93,-569.69,-94.8,40.41
47.21,-434.7,-104.1,32.47
-74.21,-352.69,-109.72,26.32
-37.42,-445.94,-104.99,11.37
13.27,-498.29,-120.34,8.28
48.61,-518.52,-83.59,60.61
-39.01,-637.38,-97.44,43.27
31.26,-435.77,-114.28,17.65
-56.8,-511.28,-96.21,33.67
-57.97,-438.7,-109.16,21.28
111.96,-396.36,-119.14,10.26
-168.95,-416.32,-101.74,26.97
-20.99,-378.77,-104.25,18.22
38.48,-564.11,-83.5,56.49
-4.33,-605.09,-99.26,31.88
-15.63,-450.3,-107.1,25.06
-44.86,-536.19,-114.05,11.92
7.87,-257.86,-112.62,26.43
-22.94,-636.32,-106.69,34.35
-66.97,-504.82,-99.56,41.16
-89.39,-593.8,-113.24,9.58
-129.13,140.21,-124.76,3.34
198.19,-787.1,-102.1,59.77
11.19,-604.86,-92.99,49.61
-31.8,-551.48,-99.54,38.36
27.18,-339.78,-114.95,19.87
-55.01,-635.04,-102.85,37.05
-17.43,-523.09,-117.15,16.08
-8.48,-397.6,-107.5,38.17
-78.61,-578.45,-102.37,33.19
50.6,-276.6,-117.37,13.37
-23.58,-657.15,-97.99,45.23
